date,field1,field2,field3,field4
2010-07-13 00:00:00+00:00,111.43,112.51,110.68,112.21
2010-07-14 00:00:00+00:00,112.21,113.28,112.03,112.8
2010-07-15 00:00:00+00:00,112.8,113.39,111.83,112.63
2010-07-16 00:00:00+00:00,112.63,113.35,111.54,111.96
2010-07-19 00:00:00+00:00,111.89,113.07,111.44,112.53
2010-07-20 00:00:00+00:00,112.53,113.35,111.47,112.54
2010-07-21 00:00:00+00:00,112.54,112.84,111.22,111.76
2010-07-22 00:00:00+00:00,111.76,112.74,110.02,112.24
2010-07-23 00:00:00+00:00,112.24,113.01,111.59,112.9
2010-07-26 00:00:00+00:00,112.62,113.48,112.22,112.93
2010-07-27 00:00:00+00:00,112.93,114.3,112.79,114.07
2010-07-28 00:00:00+00:00,114.07,114.74,113.61,113.96
2010-07-29 00:00:00+00:00,113.96,114.23,113.18,113.43
2010-07-30 00:00:00+00:00,113.44,113.86,112.03,112.84
2010-08-02 00:00:00+00:00,112.85,114.19,112.51,113.83
2010-08-03 00:00:00+00:00,113.84,114.15,113.11,113.47
2010-08-04 00:00:00+00:00,113.47,113.65,112.71,113.46
2010-08-05 00:00:00+00:00,113.46,113.91,112.77,113.07
2010-08-06 00:00:00+00:00,113.07,113.71,112.57,113.55
2010-08-09 00:00:00+00:00,113.53,113.94,113.29,113.59
2010-08-10 00:00:00+00:00,113.59,113.75,112.29,112.54
2010-08-11 00:00:00+00:00,112.54,112.87,109.78,109.93
2010-08-12 00:00:00+00:00,109.93,110.89,109.23,110.43
2010-08-13 00:00:00+00:00,110.43,111.11,109.55,109.92
2010-08-16 00:00:00+00:00,110.14,110.31,109.17,109.55
2010-08-17 00:00:00+00:00,109.55,110.4,109.07,110.09
2010-08-18 00:00:00+00:00,110.09,110.44,109.59,109.89
2010-08-19 00:00:00+00:00,109.89,110.13,109.25,109.4
2010-08-20 00:00:00+00:00,109.4,109.62,108.26,108.83
2010-08-23 00:00:00+00:00,108.84,108.87,107.71,108.04
2010-08-24 00:00:00+00:00,108.04,108.21,105.44,106.58
2010-08-25 00:00:00+00:00,106.58,107.64,105.92,107.02
2010-08-26 00:00:00+00:00,107.02,108.02,106.99,107.56
2010-08-27 00:00:00+00:00,107.56,108.89,106.99,108.72
2010-08-30 00:00:00+00:00,108.26,109.56,107.19,107.42
2010-08-31 00:00:00+00:00,107.42,107.77,106.18,106.73
2010-09-01 00:00:00+00:00,106.73,108.62,106.26,108.08
2010-09-02 00:00:00+00:00,108.08,108.31,107.46,107.88
2010-09-03 00:00:00+00:00,107.88,109.56,107.86,108.73
2010-09-06 00:00:00+00:00,108.71,108.96,108.28,108.41
2010-09-07 00:00:00+00:00,108.41,108.47,106.36,106.59
2010-09-08 00:00:00+00:00,106.59,107.12,105.8,107
2010-09-09 00:00:00+00:00,107,107.01,105.97,106.43
2010-09-10 00:00:00+00:00,106.43,107.38,106.26,106.73
2010-09-13 00:00:00+00:00,106.65,107.94,106.61,107.61
2010-09-14 00:00:00+00:00,107.61,108.19,106.77,107.99
2010-09-15 00:00:00+00:00,107.99,111.6,107.73,111.16
2010-09-16 00:00:00+00:00,111.16,112.4,110.66,112.06
2010-09-17 00:00:00+00:00,112.06,112.98,111.6,112.06
2010-09-20 00:00:00+00:00,111.81,112.36,111.7,112.12
2010-09-21 00:00:00+00:00,112.12,112.56,111.47,112.09
2010-09-22 00:00:00+00:00,112.09,113.53,111.89,112.85
2010-09-23 00:00:00+00:00,112.85,113.43,112.17,112.64
2010-09-24 00:00:00+00:00,112.64,113.77,112.25,113.62
2010-09-27 00:00:00+00:00,113.87,113.97,113.07,113.45
2010-09-28 00:00:00+00:00,113.45,113.88,112.67,113.69
2010-09-29 00:00:00+00:00,113.69,114.19,113.49,113.97
2010-09-30 00:00:00+00:00,113.97,114.23,112.98,113.67
2010-10-01 00:00:00+00:00,113.67,114.87,113.63,114.78
2010-10-04 00:00:00+00:00,114.89,115.29,113.75,114.14
2010-10-05 00:00:00+00:00,114.14,115.23,113.89,115.14
2010-10-06 00:00:00+00:00,115.14,115.48,114.69,115.4
2010-10-07 00:00:00+00:00,115.4,115.68,114.28,114.34
2010-10-08 00:00:00+00:00,114.34,114.95,113.67,114.19
2010-10-11 00:00:00+00:00,114.19,115.28,113.84,113.93
2010-10-12 00:00:00+00:00,113.93,114.18,112.86,113.49
2010-10-13 00:00:00+00:00,113.49,114.69,113.38,114.22
2010-10-14 00:00:00+00:00,114.22,114.78,114,114.47
2010-10-15 00:00:00+00:00,114.47,114.77,113.56,113.88
2010-10-18 00:00:00+00:00,113.86,114.02,112.41,113.59
2010-10-19 00:00:00+00:00,113.59,113.69,112.53,112.59
2010-10-20 00:00:00+00:00,112.59,113.38,111.56,113.11
2010-10-21 00:00:00+00:00,113.12,113.94,112.81,113.29
2010-10-22 00:00:00+00:00,113.29,113.56,112.6,113.53
2010-10-25 00:00:00+00:00,113.69,113.78,112.55,112.69
2010-10-26 00:00:00+00:00,112.69,113.28,112.42,112.82
2010-10-27 00:00:00+00:00,112.82,113.19,112.22,112.43
2010-10-28 00:00:00+00:00,112.43,112.95,112.19,112.82
2010-10-29 00:00:00+00:00,112.82,112.98,111.53,112.12
2010-11-01 00:00:00+00:00,112.04,113.25,111.84,112.06
2010-11-02 00:00:00+00:00,112.06,113.48,111.78,113.29
2010-11-03 00:00:00+00:00,113.29,114.26,112.83,113.97
2010-11-04 00:00:00+00:00,113.97,115.42,113.97,114.51
2010-11-05 00:00:00+00:00,114.52,115.06,113.9,114.03
2010-11-08 00:00:00+00:00,114.17,114.31,112.67,113.18
2010-11-09 00:00:00+00:00,113.18,113.26,111.73,112.41
2010-11-10 00:00:00+00:00,112.41,113.79,112.23,113.39
2010-11-11 00:00:00+00:00,113.38,113.65,112.57,112.6
2010-11-12 00:00:00+00:00,112.6,113.39,111.05,113.02
2010-11-15 00:00:00+00:00,112.89,113.65,112.61,112.69
2010-11-16 00:00:00+00:00,112.69,113.44,112.34,112.55
2010-11-17 00:00:00+00:00,112.55,112.79,112.28,112.62
2010-11-18 00:00:00+00:00,112.62,114.09,112.48,113.83
2010-11-19 00:00:00+00:00,113.83,114.32,113.53,114.23
2010-11-22 00:00:00+00:00,114.5,114.94,113.32,113.36
2010-11-23 00:00:00+00:00,113.36,113.67,110.75,110.95
2010-11-24 00:00:00+00:00,110.95,111.78,110.32,111.48
2010-11-25 00:00:00+00:00,111.48,111.92,111.02,111.8
2010-11-26 00:00:00+00:00,111.8,111.83,110.56,111.37
2010-11-29 00:00:00+00:00,111.55,111.98,110.26,110.47
2010-11-30 00:00:00+00:00,110.47,110.7,108.35,109.01
2010-12-01 00:00:00+00:00,109.01,110.69,108.42,110.59
2010-12-02 00:00:00+00:00,110.59,111.2,109.99,110.54
2010-12-03 00:00:00+00:00,110.54,111.11,109.88,110.73
2010-12-06 00:00:00+00:00,110.95,111.09,109.63,109.96
2010-12-07 00:00:00+00:00,109.96,111.05,109.57,110.77
2010-12-08 00:00:00+00:00,110.77,111.47,110.52,111.45
2010-12-09 00:00:00+00:00,111.45,111.65,110.59,110.75
2010-12-10 00:00:00+00:00,110.75,111.14,110.49,111.04
2010-12-13 00:00:00+00:00,110.88,112.07,110.66,111.69
2010-12-14 00:00:00+00:00,111.69,112.19,111.54,111.88
2010-12-15 00:00:00+00:00,111.88,112.12,111.44,111.55
2010-12-16 00:00:00+00:00,111.55,111.75,111.08,111.39
2010-12-17 00:00:00+00:00,111.39,111.94,110.4,110.77
2010-12-20 00:00:00+00:00,110.63,110.82,109.58,109.92
2010-12-21 00:00:00+00:00,109.92,110.49,109.79,109.89
2010-12-22 00:00:00+00:00,109.89,110.11,109.21,109.38
2010-12-23 00:00:00+00:00,109.38,109.62,108.46,108.7
2010-12-24 00:00:00+00:00,108.7,109.05,108.57,108.77
2010-12-27 00:00:00+00:00,108.73,109.07,108.43,108.88
2010-12-28 00:00:00+00:00,108.88,109.52,107.62,107.83
2010-12-29 00:00:00+00:00,107.83,108.28,107.63,107.93
2010-12-30 00:00:00+00:00,107.93,108.93,107.61,108.41
2010-12-31 00:00:00+00:00,108.41,108.93,108.27,108.47
2011-01-03 00:00:00+00:00,108.5,109.27,107.8,109.09
2011-01-04 00:00:00+00:00,109.09,110.24,108.63,108.92
2011-01-05 00:00:00+00:00,108.92,109.75,108.52,109.71
2011-01-06 00:00:00+00:00,109.71,109.71,108.12,108.33
2011-01-07 00:00:00+00:00,108.33,108.55,106.95,107.32
2011-01-10 00:00:00+00:00,107.27,107.68,106.83,107.09
2011-01-11 00:00:00+00:00,107.09,108.27,107.04,108.07
2011-01-12 00:00:00+00:00,108.07,108.99,107.76,108.81
2011-01-13 00:00:00+00:00,108.81,110.63,108.69,110.46
2011-01-14 00:00:00+00:00,110.46,110.99,110.08,110.94
2011-01-17 00:00:00+00:00,110.94,111.12,109.58,109.96
2011-01-18 00:00:00+00:00,109.96,111.16,109.59,110.58
2011-01-19 00:00:00+00:00,110.58,111.06,110.33,110.43
2011-01-20 00:00:00+00:00,110.43,111.74,110.32,111.64
2011-01-21 00:00:00+00:00,111.64,112.49,111.61,112.48
2011-01-24 00:00:00+00:00,112.35,112.91,112.23,112.45
2011-01-25 00:00:00+00:00,112.45,112.83,111.83,112.39
2011-01-26 00:00:00+00:00,112.39,112.91,111.96,112.81
2011-01-27 00:00:00+00:00,112.81,114.01,112.45,113.63
2011-01-28 00:00:00+00:00,113.63,113.9,111.51,111.77
2011-01-31 00:00:00+00:00,111.72,112.7,111.28,112.28
2011-02-01 00:00:00+00:00,112.28,112.7,111.88,112.49
2011-02-02 00:00:00+00:00,112.49,112.92,112.21,112.62
2011-02-03 00:00:00+00:00,112.62,112.87,111.05,111.18
2011-02-04 00:00:00+00:00,111.18,112.06,110.78,111.62
2011-02-07 00:00:00+00:00,111.61,112.19,111.24,111.65
2011-02-08 00:00:00+00:00,111.65,112.23,111.6,111.97
2011-02-09 00:00:00+00:00,111.97,113.11,111.97,112.89
2011-02-10 00:00:00+00:00,112.89,113.38,112.61,113.38
2011-02-11 00:00:00+00:00,113.38,113.45,112.78,113.06
2011-02-14 00:00:00+00:00,113.06,113.15,112.09,112.36
2011-02-15 00:00:00+00:00,112.36,113.4,112.21,113.2
2011-02-16 00:00:00+00:00,113.2,113.64,112.91,113.4
2011-02-17 00:00:00+00:00,113.4,113.68,113.06,113.22
2011-02-18 00:00:00+00:00,113.22,113.92,112.95,113.9
2011-02-21 00:00:00+00:00,113.98,114.05,113.57,113.68
2011-02-22 00:00:00+00:00,113.68,114.19,112.24,112.95
2011-02-23 00:00:00+00:00,112.95,113.83,112.9,113.21
2011-02-24 00:00:00+00:00,113.22,113.63,112.19,112.79
2011-02-25 00:00:00+00:00,112.79,113.46,112.23,112.35
2011-02-28 00:00:00+00:00,112.33,113.35,111.96,112.88
2011-03-01 00:00:00+00:00,112.88,113.73,112.79,113.01
2011-03-02 00:00:00+00:00,113.01,113.46,112.54,113.24
2011-03-03 00:00:00+00:00,113.24,114.98,113.1,114.88
2011-03-04 00:00:00+00:00,114.88,116,114.84,115.13
2011-03-07 00:00:00+00:00,115.15,115.29,114.56,114.74
2011-03-08 00:00:00+00:00,114.74,115.22,114.56,114.99
2011-03-09 00:00:00+00:00,114.99,115.26,114.76,115.11
2011-03-10 00:00:00+00:00,115.11,115.26,114.33,114.69
2011-03-11 00:00:00+00:00,114.69,115.02,112.93,113.76
2011-03-14 00:00:00+00:00,114.22,114.84,112.51,114.2
2011-03-15 00:00:00+00:00,114.2,114.65,111.97,113.11
2011-03-16 00:00:00+00:00,113.11,113.49,111.1,111.17
2011-03-17 00:00:00+00:00,111.17,111.62,106.61,110.71
2011-03-18 00:00:00+00:00,110.71,115.57,110.53,114.31
2011-03-21 00:00:00+00:00,114.46,115.25,114.41,115.24
2011-03-22 00:00:00+00:00,115.24,115.54,114.83,115.08
2011-03-23 00:00:00+00:00,115.08,115.08,114.07,114.17
2011-03-24 00:00:00+00:00,114.17,114.96,113.56,114.76
2011-03-25 00:00:00+00:00,114.76,115.22,114.49,114.59
2011-03-28 00:00:00+00:00,114.16,115.31,114.16,115.2
2011-03-29 00:00:00+00:00,115.2,116.15,114.82,116.07
2011-03-30 00:00:00+00:00,116.07,117.28,116.06,116.97
2011-03-31 00:00:00+00:00,116.97,117.9,116.74,117.53
2011-04-01 00:00:00+00:00,117.53,119.8,117.53,119.66
2011-04-04 00:00:00+00:00,119.85,120.06,119.19,119.38
2011-04-05 00:00:00+00:00,119.38,120.55,119.21,120.38
2011-04-06 00:00:00+00:00,120.38,122.61,120.35,122.15
2011-04-07 00:00:00+00:00,122.15,122.55,120.76,121.54
2011-04-08 00:00:00+00:00,121.54,123.08,121.25,122.76
2011-04-11 00:00:00+00:00,122.44,123.33,122.03,122.19
2011-04-12 00:00:00+00:00,122.19,122.41,120.16,121.29
2011-04-13 00:00:00+00:00,121.29,122.17,120.82,121.11
2011-04-14 00:00:00+00:00,121.11,121.37,119.27,120.9
2011-04-15 00:00:00+00:00,120.9,121.48,119.7,119.96
2011-04-18 00:00:00+00:00,120.12,120.35,116.48,117.35
2011-04-19 00:00:00+00:00,117.35,118.39,117.09,118.01
2011-04-20 00:00:00+00:00,118.01,120.39,117.97,119.5
2011-04-21 00:00:00+00:00,119.5,120.27,118.64,119.15
2011-04-22 00:00:00+00:00,119.15,119.72,118.83,119.24
2011-04-25 00:00:00+00:00,118.75,120.04,118.75,119.38
2011-04-26 00:00:00+00:00,119.38,119.9,118.5,119.65
2011-04-27 00:00:00+00:00,119.65,121.26,119.32,121.09
2011-04-28 00:00:00+00:00,121.09,121.84,120.41,120.67
2011-04-29 00:00:00+00:00,120.67,121.14,120.06,120.22
2011-05-02 00:00:00+00:00,120.29,121.03,120.07,120.77
2011-05-03 00:00:00+00:00,120.77,120.84,119.21,120.25
2011-05-04 00:00:00+00:00,120.25,120.83,119.26,119.57
2011-05-05 00:00:00+00:00,119.57,119.79,116.55,116.84
2011-05-06 00:00:00+00:00,116.84,117.6,115.22,115.44
2011-05-09 00:00:00+00:00,114.99,116.48,114.99,115.26
2011-05-10 00:00:00+00:00,115.26,116.23,114.8,115.88
2011-05-11 00:00:00+00:00,115.88,116.9,114.81,115.02
2011-05-12 00:00:00+00:00,115.02,115.63,114.19,115.02
2011-05-13 00:00:00+00:00,115.02,115.56,113.52,114.06
2011-05-16 00:00:00+00:00,113.75,115.23,113.42,114.67
2011-05-17 00:00:00+00:00,114.67,116.23,114.29,115.29
2011-05-18 00:00:00+00:00,115.29,116.41,115.23,116.21
2011-05-19 00:00:00+00:00,116.21,117.24,115.94,116.93
2011-05-20 00:00:00+00:00,116.93,117.17,115.52,115.69
2011-05-23 00:00:00+00:00,115.51,115.64,113.88,114.85
2011-05-24 00:00:00+00:00,114.85,116.18,114.73,115.63
2011-05-25 00:00:00+00:00,115.63,115.78,114.73,115.6
2011-05-26 00:00:00+00:00,115.6,116.38,114.47,114.98
2011-05-27 00:00:00+00:00,114.98,115.99,114.69,115.47
2011-05-30 00:00:00+00:00,115.34,115.91,115.21,115.55
2011-05-31 00:00:00+00:00,115.55,117.8,115.48,116.87
2011-06-01 00:00:00+00:00,116.87,117.71,116.27,116.46
2011-06-02 00:00:00+00:00,116.46,117.14,115.77,116.98
2011-06-03 00:00:00+00:00,116.98,117.58,115.93,117.48
2011-06-06 00:00:00+00:00,117.59,117.7,116.86,117.09
2011-06-07 00:00:00+00:00,117.09,117.9,116.59,117.66
2011-06-08 00:00:00+00:00,117.66,117.85,116.3,116.64
2011-06-09 00:00:00+00:00,116.64,117.47,115.93,116.36
2011-06-10 00:00:00+00:00,116.36,116.87,114.96,115.24
2011-06-13 00:00:00+00:00,115.28,115.67,114.86,115.21
2011-06-14 00:00:00+00:00,115.21,116.67,115.03,116.53
2011-06-15 00:00:00+00:00,116.53,116.71,114.6,114.79
2011-06-16 00:00:00+00:00,114.79,114.97,113.5,114.32
2011-06-17 00:00:00+00:00,114.32,114.81,113.73,114.52
2011-06-20 00:00:00+00:00,114.58,114.99,113.6,114.78
2011-06-21 00:00:00+00:00,114.78,115.49,114.66,115.37
2011-06-22 00:00:00+00:00,115.37,115.83,115.14,115.54
2011-06-23 00:00:00+00:00,115.54,115.77,113.85,114.23
2011-06-24 00:00:00+00:00,114.23,114.91,113.78,114.13
2011-06-27 00:00:00+00:00,114.07,115.62,113.85,115.39
2011-06-28 00:00:00+00:00,115.39,116.32,115.13,116.22
2011-06-29 00:00:00+00:00,116.22,117.18,115.91,116.56
2011-06-30 00:00:00+00:00,116.56,117.2,116.13,116.91
2011-07-01 00:00:00+00:00,116.91,117.49,116.73,117.42
2011-07-04 00:00:00+00:00,117.23,117.74,117.03,117.35
2011-07-05 00:00:00+00:00,117.35,117.62,117.08,117.41
2011-07-06 00:00:00+00:00,117.41,117.5,115.55,116.01
2011-07-07 00:00:00+00:00,116.01,116.81,115.53,116.51
2011-07-08 00:00:00+00:00,116.51,116.81,114.67,115.03
2011-07-11 00:00:00+00:00,114.66,115.18,112.4,112.84
2011-07-12 00:00:00+00:00,112.84,112.95,109.58,111.45
2011-07-13 00:00:00+00:00,111.45,112.07,109.63,111.79
2011-07-14 00:00:00+00:00,111.79,112.94,111.6,111.97
2011-07-15 00:00:00+00:00,111.97,112.35,111.36,112.02
2011-07-18 00:00:00+00:00,112.2,112.24,110.66,111.25
2011-07-19 00:00:00+00:00,111.25,112.32,111.1,111.78
2011-07-20 00:00:00+00:00,111.78,112.35,111.64,111.87
2011-07-21 00:00:00+00:00,111.87,113.15,111.46,112.85
2011-07-22 00:00:00+00:00,112.85,113.57,112.26,112.77
2011-07-25 00:00:00+00:00,112.36,113.02,112.04,112.59
2011-07-26 00:00:00+00:00,112.59,113.36,112.27,113.17
2011-07-27 00:00:00+00:00,113.17,113.23,111.95,112.21
2011-07-28 00:00:00+00:00,112.21,112.24,110.83,111.39
2011-07-29 00:00:00+00:00,111.39,111.56,110.39,110.54
2011-08-01 00:00:00+00:00,110.46,112.25,108.72,109.51
2011-08-02 00:00:00+00:00,109.51,110.96,109.3,109.38
2011-08-03 00:00:00+00:00,109.38,110.61,109.07,109.98
2011-08-04 00:00:00+00:00,109.98,114.18,109.95,111.56
2011-08-05 00:00:00+00:00,111.56,112.29,110.35,111.97
2011-08-08 00:00:00+00:00,112.5,112.71,109.72,110.34
2011-08-09 00:00:00+00:00,110.34,110.65,109.1,109.68
2011-08-10 00:00:00+00:00,109.68,111.25,108.31,108.63
2011-08-11 00:00:00+00:00,108.63,109.81,108.03,109.05
2011-08-12 00:00:00+00:00,109.05,109.61,108.52,109.3
2011-08-15 00:00:00+00:00,109.39,111.02,108.93,110.88
2011-08-16 00:00:00+00:00,110.88,111.05,110.11,110.55
2011-08-17 00:00:00+00:00,110.55,110.98,109.8,110.48
2011-08-18 00:00:00+00:00,110.48,110.72,109.25,109.55
2011-08-19 00:00:00+00:00,109.55,110.27,109.02,110.2
2011-08-22 00:00:00+00:00,110.09,110.93,109.94,110.46
2011-08-23 00:00:00+00:00,110.46,111.1,110.08,110.55
2011-08-24 00:00:00+00:00,110.55,110.87,110.15,110.63
2011-08-25 00:00:00+00:00,110.63,111.63,110.59,111.27
2011-08-26 00:00:00+00:00,111.27,111.65,110.11,111.17
2011-08-29 00:00:00+00:00,110.55,111.94,110.55,111.63
2011-08-30 00:00:00+00:00,111.63,111.8,110.45,110.56
2011-08-31 00:00:00+00:00,110.57,110.92,110.05,110.27
2011-09-01 00:00:00+00:00,110.27,110.95,109.53,109.77
2011-09-02 00:00:00+00:00,109.77,109.89,108.86,109.11
2011-09-05 00:00:00+00:00,109.12,109.12,108.14,108.51
2011-09-06 00:00:00+00:00,108.51,109.95,107.84,108.48
2011-09-07 00:00:00+00:00,108.48,109.09,108.28,108.74
2011-09-08 00:00:00+00:00,108.74,109.03,107.79,107.93
2011-09-09 00:00:00+00:00,107.93,108,105.3,105.99
2011-09-12 00:00:00+00:00,105.84,106.05,103.9,105.14
2011-09-13 00:00:00+00:00,105.14,105.74,104.41,105.39
2011-09-14 00:00:00+00:00,105.39,105.55,104.55,105.21
2011-09-15 00:00:00+00:00,105.21,106.99,105.1,106.42
2011-09-16 00:00:00+00:00,106.42,106.59,105.54,105.95
2011-09-19 00:00:00+00:00,105.69,106,103.97,104.32
2011-09-20 00:00:00+00:00,104.32,105.18,103.99,104.63
2011-09-21 00:00:00+00:00,104.63,105.05,104.02,104.91
2011-09-22 00:00:00+00:00,104.91,105.33,102.22,103.24
2011-09-23 00:00:00+00:00,103.25,103.74,102.25,103.4
2011-09-26 00:00:00+00:00,103.2,103.8,101.94,102.92
2011-09-27 00:00:00+00:00,102.92,104.55,102.72,104.12
2011-09-28 00:00:00+00:00,104.12,104.96,103.69,104.18
2011-09-29 00:00:00+00:00,104.18,104.93,103.31,104.23
2011-09-30 00:00:00+00:00,104.23,104.5,103.03,103.12
2011-10-03 00:00:00+00:00,103.18,103.23,101.53,101.76
2011-10-04 00:00:00+00:00,101.76,102.35,100.76,101.99
2011-10-05 00:00:00+00:00,101.99,102.79,101.62,102.3
2011-10-06 00:00:00+00:00,102.3,102.99,101.69,102.73
2011-10-07 00:00:00+00:00,102.73,103.86,102.59,102.66
2011-10-10 00:00:00+00:00,102.96,104.99,102.43,104.77
2011-10-11 00:00:00+00:00,104.77,104.85,104.02,104.65
2011-10-12 00:00:00+00:00,104.65,107.02,104.2,106.86
2011-10-13 00:00:00+00:00,106.86,107.05,105.13,105.67
2011-10-14 00:00:00+00:00,105.67,107.45,105.51,107.2
2011-10-17 00:00:00+00:00,107.18,107.68,105.37,105.7
2011-10-18 00:00:00+00:00,105.7,105.94,104.78,105.58
2011-10-19 00:00:00+00:00,105.58,106.54,105.33,105.87
2011-10-20 00:00:00+00:00,105.87,106.3,104.89,105.45
2011-10-21 00:00:00+00:00,105.45,106.1,105.03,105.97
2011-10-24 00:00:00+00:00,105.88,106.47,105.15,105.96
2011-10-25 00:00:00+00:00,105.96,106.33,105.27,105.69
2011-10-26 00:00:00+00:00,105.69,106.04,104.75,105.2
2011-10-27 00:00:00+00:00,105.2,107.71,105.13,107.54
2011-10-28 00:00:00+00:00,107.54,108.14,107.09,107.28
2011-10-31 00:00:00+00:00,107.1,111.6,106.55,108.71
2011-11-01 00:00:00+00:00,108.71,109.24,106.5,107.54
2011-11-02 00:00:00+00:00,107.54,107.9,106.89,107.36
2011-11-03 00:00:00+00:00,107.36,108,106.58,107.83
2011-11-04 00:00:00+00:00,107.83,108.25,107.22,107.88
2011-11-07 00:00:00+00:00,107.79,108.2,106.85,107.33
2011-11-08 00:00:00+00:00,107.33,107.65,107.11,107.21
2011-11-09 00:00:00+00:00,107.21,107.61,105.32,105.74
2011-11-10 00:00:00+00:00,105.74,105.98,104.73,105.68
2011-11-11 00:00:00+00:00,105.68,106.38,105.37,106.1
2011-11-14 00:00:00+00:00,106.22,106.74,104.77,104.95
2011-11-15 00:00:00+00:00,104.94,105.57,103.98,104.32
2011-11-16 00:00:00+00:00,104.32,104.44,103.41,104.19
2011-11-17 00:00:00+00:00,104.19,104.39,103.41,103.73
2011-11-18 00:00:00+00:00,103.73,104.29,103.52,104
2011-11-21 00:00:00+00:00,103.85,104.22,103.23,103.93
2011-11-22 00:00:00+00:00,103.93,104.36,103.69,104.11
2011-11-23 00:00:00+00:00,104.11,104.13,103.19,103.4
2011-11-24 00:00:00+00:00,103.4,103.46,102.71,102.83
2011-11-25 00:00:00+00:00,102.83,103.26,102.49,102.91
2011-11-28 00:00:00+00:00,102.9,104.52,102.87,103.81
2011-11-29 00:00:00+00:00,103.81,104.41,103.44,103.77
2011-11-30 00:00:00+00:00,103.77,104.73,103.34,104.31
2011-12-01 00:00:00+00:00,104.31,105.06,103.93,104.47
2011-12-02 00:00:00+00:00,104.47,105.7,104.13,104.43
2011-12-05 00:00:00+00:00,104.37,105,104.28,104.63
2011-12-06 00:00:00+00:00,104.63,104.69,103.64,104.12
2011-12-07 00:00:00+00:00,104.12,104.53,103.78,104.23
2011-12-08 00:00:00+00:00,104.22,104.26,103.01,103.64
2011-12-09 00:00:00+00:00,103.64,104.41,103.15,103.89
2011-12-12 00:00:00+00:00,103.85,103.98,102.64,102.81
2011-12-13 00:00:00+00:00,102.81,102.99,101.76,101.96
2011-12-14 00:00:00+00:00,101.96,102.04,101.1,101.45
2011-12-15 00:00:00+00:00,101.45,101.61,101.05,101.31
2011-12-16 00:00:00+00:00,101.31,101.8,101.13,101.47
2011-12-19 00:00:00+00:00,101.28,101.62,101.26,101.45
2011-12-20 00:00:00+00:00,101.45,102.18,101.35,101.8
