,VIX Index,95 Percentile,5 Percentile
2016/4/5,16.8,23.47361111,13.33333333
2016/4/6,15.65,23.47361111,13.33333333
2016/4/7,17.27,23.47361111,13.33333333
2016/4/8,16.7,23.47361111,13.33333333
2016/4/11,17.1,23.47361111,13.33333333
2016/4/12,15.95,23.47361111,13.33333333
2016/4/13,14.85,23.47361111,13.33333333
2016/4/14,14.7,23.47361111,13.33333333
2016/4/15,14.73,23.47361111,13.33333333
2016/4/18,13.83,23.47361111,13.33333333
2016/4/19,13.25,23.47361111,13.33333333
2016/4/20,16.45,23.47361111,13.33333333
2016/4/21,16.8,23.47361111,13.33333333
2016/4/22,16.2,23.47361111,13.33333333
2016/4/25,16.25,23.47361111,13.33333333
2016/4/26,15.95,23.47361111,13.33333333
2016/4/27,15.45,23.47361111,13.33333333
2016/4/28,16.5,23.47361111,13.33333333
2016/4/29,16.9,23.47361111,13.33333333
2016/5/2,15.8,23.47361111,13.33333333
2016/5/3,16.62,23.47361111,13.33333333
2016/5/4,16.9,23.47361111,13.33333333
2016/5/5,16.75,23.47361111,13.33333333
2016/5/6,15.73,23.47361111,13.33333333
2016/5/9,15.5,23.47361111,13.33333333
2016/5/10,14.5,23.47361111,13.33333333
2016/5/11,15.65,23.47361111,13.33333333
2016/5/12,15.22,23.47361111,13.33333333
2016/5/13,15.87,23.47361111,13.33333333
2016/5/16,15.15,23.47361111,13.33333333
2016/5/17,15.42,23.47361111,13.33333333
2016/5/18,18.1,23.47361111,13.33333333
2016/5/19,18,23.47361111,13.33333333
2016/5/20,17.35,23.47361111,13.33333333
2016/5/23,17.6,23.47361111,13.33333333
2016/5/24,16.5,23.47361111,13.33333333
2016/5/25,16.2,23.47361111,13.33333333
2016/5/26,15.85,23.47361111,13.33333333
2016/5/27,15.4,23.47361111,13.33333333
2016/5/31,15.3,23.47361111,13.33333333
2016/6/1,15.3,23.47361111,13.33333333
2016/6/2,14.85,23.47361111,13.33333333
2016/6/3,14.75,23.47361111,13.33333333
2016/6/6,14.5,23.47361111,13.33875
2016/6/7,14.75,23.47361111,13.37944444
2016/6/8,15,23.47361111,13.39111111
2016/6/9,15.49,23.47361111,13.40777778
2016/6/10,17.5,23.47361111,13.44027778
2016/6/13,21.35,23.47361111,13.44027778
2016/6/14,20.55,23.47361111,13.44027778
2016/6/15,20.57,23.47361111,13.44027778
2016/6/16,20.05,23.47361111,13.44583333
2016/6/17,20.1,23.47361111,13.44583333
2016/6/20,18.5,23.47361111,13.465
2016/6/21,18.7,23.47361111,13.55
2016/6/22,19.45,23.47361111,13.58666667
2016/6/23,16.7,23.47361111,13.6
2016/6/24,22.7,23.47361111,13.62
2016/6/27,23.7,23.47361111,13.7
2016/6/28,18.9,23.47361111,13.7
2016/6/29,17.48,23.47361111,13.70833333
2016/6/30,16.98,23.47361111,13.74333333
2016/7/1,16.8,23.47361111,13.75111111
2016/7/5,16.85,23.47361111,13.76819444
2016/7/6,16.15,23.47361111,13.82125
2016/7/7,15.95,23.47361111,13.83222222
2016/7/8,14.8,23.47361111,13.84888889
2016/7/11,14.65,23.47361111,13.90888889
2016/7/12,14.3,23.47361111,13.95555556
2016/7/13,14.2,23.47361111,14.01
2016/7/14,14.05,23.47361111,14.05
2016/7/15,13.85,23.47361111,14.05543478
2016/7/18,13.15,23.47361111,14.08173913
2016/7/19,12.2,23.47361111,14.10891304
2016/7/20,15.48,23.47361111,14.15231884
2016/7/21,15.85,23.47361111,14.18666667
2016/7/22,15.4,23.47361111,14.20108696
2016/7/25,15.35,23.47361111,14.20893116
2016/7/26,15.2,23.47361111,14.2242029
2016/7/27,14.8,23.47361111,14.22978261
2016/7/28,14.4,23.47361111,14.24021739
2016/7/29,13.85,23.47361111,14.27555556
2016/8/1,13.65,23.47361111,14.27555556
2016/8/2,14.25,23.47361111,14.27555556
2016/8/3,13.83,23.47361111,14.27555556
2016/8/4,13.45,23.47361111,14.27555556
2016/8/5,12.9,23.47361111,14.27555556
2016/8/8,12.5,23.47361111,14.24021739
2016/8/9,12.4,23.47361111,14.22978261
2016/8/10,12.9,23.47361111,14.22978261
2016/8/11,12.65,23.47361111,14.22978261
2016/8/12,12.35,23.47361111,14.24021739
2016/8/15,12.25,23.47361111,14.27555556
2016/8/16,12.85,23.47361111,14.28
2016/8/17,14.8,23.47361111,14.28979532
2016/8/18,14.55,23.47361111,14.29342105
2016/8/19,14.7,23.47361111,14.29807018
2016/8/22,14.74,23.47361111,14.31833333
2016/8/23,14.7,23.47361111,14.325
2016/8/24,15.14,23.47361111,14.32710526
2016/8/25,14.95,23.47361111,14.33815789
2016/8/26,15.15,23.47361111,14.35815789
2016/8/29,14.7,23.47361111,14.39710526
2016/8/30,14.55,23.47361111,14.42049708
2016/8/31,14.6,23.47361111,14.50119883
2016/9/1,14.6,23.47361111,14.51812865
2016/9/2,13.95,23.47361111,14.52751462
2016/9/6,13.35,23.47361111,14.54921053
2016/9/7,13.24,23.47361111,14.55236842
2016/9/8,13.39,23.47361111,14.55710526
2016/9/9,16.46,23.47361111,14.56131579
2016/9/12,15.35,23.47361111,14.57023392
2016/9/13,17.76,23.47361111,14.57023392
2016/9/14,18.38,23.47361111,14.57023392
2016/9/15,17.07,23.47361111,14.57277778
2016/9/16,16,23.47361111,14.57277778
2016/9/19,15.65,23.47361111,14.57657895
2016/9/20,15.9,23.47361111,14.58394737
2016/9/21,16.08,23.47361111,14.58394737
2016/9/22,15.3,23.47361111,14.58394737
2016/9/23,15.55,23.47361111,14.58394737
2016/9/26,16.28,23.47361111,14.58394737
2016/9/27,15.53,23.47361111,14.58394737
2016/9/28,15.25,23.47361111,14.58394737
2016/9/29,15.94,23.47361111,14.58394737
2016/9/30,15.8,23.47361111,14.58394737
2016/10/3,15.49,23.47361111,14.58394737
2016/10/4,15.34,23.47361111,14.58394737
2016/10/5,15.15,23.47361111,14.58394737
2016/10/6,15,23.47361111,14.58394737
2016/10/7,15.35,23.47361111,14.58394737
2016/10/10,14.69,23.47361111,14.58394737
2016/10/11,15.8,23.47361111,14.58394737
2016/10/12,16.35,23.47361111,14.58394737
2016/10/13,17.03,23.47361111,14.58394737
2016/10/14,16.65,23.47361111,14.58394737
2016/10/17,16.55,23.47361111,14.58394737
2016/10/18,15.74,23.47361111,14.58394737
2016/10/19,16.08,23.47361111,14.58394737
2016/10/20,15.8,23.47361111,14.58394737
2016/10/21,15.58,23.47361111,14.58394737
2016/10/24,14.95,23.47361111,14.58394737
2016/10/25,15.25,23.47361111,14.58394737
2016/10/26,15.65,23.47361111,14.58394737
2016/10/27,16.09,23.47361111,14.58394737
2016/10/28,16.65,23.47361111,14.58394737
2016/10/31,17.25,23.47361111,14.58394737
2016/11/1,17.85,23.47361111,14.58394737
2016/11/2,18.55,23.47361111,14.58394737
2016/11/3,19.8,23.47361111,14.58394737
2016/11/4,19.32,23.47361111,14.58394737
2016/11/7,16.02,23.47361111,14.58394737
2016/11/8,16,23.47361111,14.58394737
2016/11/9,14.87,23.47361111,14.58394737
2016/11/10,15.33,23.47361111,14.58394737
2016/11/11,14.9,23.47361111,14.58394737
2016/11/14,14.5,23.47361111,14.58394737
2016/11/15,13.2,23.47361111,14.58394737
2016/11/16,15.6,23.47361111,14.58394737
2016/11/17,15.03,23.47361111,14.58394737
2016/11/18,14.95,23.47361111,14.58394737
2016/11/21,14.45,23.47361111,14.58394737
2016/11/22,14.45,23.47361111,14.58394737
2016/11/23,14.45,23.47361111,14.58394737
2016/11/25,14.31,23.47361111,14.58394737
2016/11/28,14.44,23.47361111,14.59378719
2016/11/29,14.3,23.47361111,14.59378719
2016/11/30,14.51,23.47361111,14.59378719
2016/12/1,15.05,23.47361111,14.59378719
2016/12/2,15.09,23.47361111,14.59378719
2016/12/5,13.5,23.47361111,14.58394737
2016/12/6,13.1,23.47361111,14.58394737
2016/12/7,13.3,23.47361111,14.57657895
2016/12/8,13.43,23.47361111,14.57657895
2016/12/9,13.05,23.47361111,14.57078947
2016/12/12,13.45,23.47361111,14.57078947
2016/12/13,13.3,23.47361111,14.57078947
2016/12/14,13.43,23.47361111,14.57078947
2016/12/15,13.02,23.47361111,14.57078947
2016/12/16,12.74,23.47361111,14.57078947
2016/12/19,12.15,23.47361111,14.56131579
2016/12/20,11.55,23.47361111,14.55710526
2016/12/21,14.05,23.47361111,14.55710526
2016/12/22,14.28,23.47361111,14.55392449
2016/12/23,14.29,23.47361111,14.55170481
2016/12/27,14,23.47361111,14.54921053
2016/12/28,14.63,23.47361111,14.54921053
2016/12/29,14.84,23.47361111,14.54921053
2016/12/30,15.1,23.47361111,14.54921053
2017/1/3,13.79,23.47361111,14.54191076
2017/1/4,13.19,23.47361111,14.52172769
2017/1/5,13.05,23.47361111,14.50119883
2017/1/6,12.9,23.47361111,14.46727053
2017/1/9,12.95,23.47361111,14.45195652
2017/1/10,12.9,23.47361111,14.41105263
2017/1/11,12.55,23.47361111,14.39710526
2017/1/12,12.5,23.47361111,14.38671053
2017/1/13,12.2,23.47361111,14.35582237
2017/1/17,12.2,23.47361111,14.33815789
2017/1/18,14.2,23.47361111,14.33815789
2017/1/19,14.25,23.47361111,14.32710526
2017/1/20,13.82,23.47361111,14.30413043
2017/1/23,13.55,23.47361111,14.29451945
2017/1/24,13.03,23.47361111,14.29342105
2017/1/25,12.75,23.47361111,14.27868421
2017/1/26,12.7,23.47361111,14.275
2017/1/27,12.55,23.47361111,14.27152174
2017/1/30,12.9,23.47361111,14.23934783
2017/1/31,12.95,23.47361111,14.22978261
2017/2/1,12.68,23.47361111,14.22586957
2017/2/2,12.92,23.47361111,14.20934783
2017/2/3,12.47,23.47361111,14.20358696
2017/2/6,12.49,23.47361111,14.15957237
2017/2/7,12.6,23.47361111,14.14538902
2017/2/8,12.6,23.47361111,14.11673913
2017/2/9,12.05,23.47361111,14.09037757
2017/2/10,11.73,23.47361111,14.07884439
2017/2/13,11.4,23.47361111,14.05543478
2017/2/14,11.1,23.47361111,13.9925
2017/2/15,12.85,23.47361111,13.9875
2017/2/16,12.96,23.47361111,13.975625
2017/2/17,13.25,23.47361111,13.97
2017/2/21,13.2,23.47361111,13.96375
2017/2/22,13.21,23.47361111,13.9325
2017/2/23,13.52,23.47361111,13.925
2017/2/24,13.35,23.47361111,13.90394737
2017/2/27,13.3,23.47361111,13.88973684
2017/2/28,13.51,23.47361111,13.88973684
2017/3/1,13.28,23.47361111,13.88973684
2017/3/2,13.25,23.47361111,13.88973684
2017/3/3,12.85,23.47361111,13.83402174
2017/3/6,12.65,23.47361111,13.80413043
2017/3/7,12.64,23.47361111,13.76608696
2017/3/8,12.67,23.47361111,13.74630435
2017/3/9,12.8,23.47361111,13.74630435
2017/3/10,12.55,23.47361111,13.72659039
2017/3/13,12.13,23.47361111,13.67577803
2017/3/14,12.63,23.47361111,13.67065217
2017/3/15,12.29,23.47361111,13.62673913
2017/3/16,11.91,23.47361111,13.60874142
2017/3/17,11.75,23.47361111,13.5934897
2017/3/20,11.63,23.47361111,13.58673913
2017/3/21,12.18,23.47361111,13.58673913
2017/3/22,13.92,23.47361111,13.58673913
2017/3/23,14.3,23.47361111,13.58673913
2017/3/24,13.95,23.47361111,13.58673913
2017/3/27,13.6,23.47361111,13.58673913
2017/3/28,12.92,23.47361111,13.5834897
2017/3/29,12.94,23.47361111,13.54289474
2017/3/30,12.82,23.47361111,13.51815789
2017/3/31,13.28,23.47361111,13.51245995
2017/4/3,13.48,23.47361111,13.512343
2017/4/4,13.24,23.47361111,13.44028604
2017/4/5,13.9,23.47361111,13.44028604
2017/4/6,13.6,23.47361111,13.44028604
2017/4/7,14.05,23.47361111,13.44028604
2017/4/10,15.05,23.47361111,13.44028604
2017/4/11,16,23.47361111,13.44028604
2017/4/12,16.3,23.47361111,13.44028604
2017/4/13,16.3,23.47361111,13.44028604
2017/4/17,15.07,23.47361111,13.44028604
2017/4/18,14.7,23.47361111,13.44028604
2017/4/19,14.58,23.47361111,13.44028604
2017/4/20,14.32,23.47361111,13.44028604
2017/4/21,14.3,23.47361111,13.44028604
2017/4/24,12.68,23.47361111,13.41229977
2017/4/25,12.5,23.47361111,13.40932494
2017/4/26,12.35,23.47361111,13.40792906
2017/4/27,12.4,23.47361111,13.38152174
2017/4/28,12.25,23.47361111,13.34891304
2017/5/1,11.85,23.47361111,13.33058352
2017/5/2,11.8,23.47361111,13.31710526
2017/5/3,12.1,23.47361111,13.29680778
2017/5/4,11.73,23.47361111,13.29181159
2017/5/5,11.78,23.47361111,13.29096491
2017/5/8,11.4,23.47361111,13.24868421
2017/5/9,11.4,23.47361111,13.19024027
2017/5/10,11.55,23.47361111,13.12723112
2017/5/11,11.45,23.47361111,13.086373
2017/5/12,11.24,23.47361111,13.06253623
2017/5/15,10.85,23.47361111,13.05692982
2017/5/16,11.1,23.47361111,13.0434897
2017/5/17,14.23,23.47361111,13.0434897
2017/5/18,14.25,23.47361111,13.0434897
2017/5/19,12.75,23.47361111,13.04021739
2017/5/22,12.2,23.47361111,13.032254
2017/5/23,12.35,23.47361111,13.03026316
2017/5/24,11.96,23.47361111,13.02938596
2017/5/25,12.05,23.47361111,12.98805556
2017/5/26,11.95,23.47361111,12.97555556
2017/5/30,11.83,23.47361111,12.91605263
2017/5/31,11.8,23.47361111,12.78635011
2017/6/1,11.63,23.47361111,12.74625858
2017/6/2,11.64,23.47361111,12.61078947
2017/6/5,11.79,23.47361111,12.57342105
