date,AUDCAD,AUDJPY,EURUSD,USDJPY,USDKRW,000005.SZ,0005.HK,1299.HK,2388.HK,2813.HK,3010.HK,3077.HK,3081.HK,600016.SH,600028.SH,601398.SH,601628.SH
09/12/2018,0.009685228,0.017673101,0.014311842,0.000960506,0.03537937,0.010617947,0.047476776,0.044920412,0.037980619,0.001877076,0.010671735,0.048081795,0.018008961,0.009559405,0.012930546,0.040185382,0.002568332
09/13/2018,0.040628838,0.017340556,0.009277546,0.047972331,0.021437307,0.040944619,0.015943222,0.0489298,0.025647726,0.03157713,0.024520038,0.042582954,0.047289145,0.011343223,0.008408969,0.007859385,0.00105784
09/14/2018,0.021623766,0.005934984,0.03097366,0.034707229,0.0227313,0.004534252,0.005398757,0.008418784,0.034624197,0.032713167,0.039339004,0.032472,0.004575255,0.004624679,0.039012681,0.009488408,0.023712785
09/15/2018,0.023616078,0.040759682,0.041325935,0.023820222,0.034992573,0.03006379,0.041166377,0.023786823,0.002992306,0.043694752,0.021217999,0.013695733,0.006545954,0.044930447,0.003371265,0.025214647,0.012905129
09/16/2018,0.025369784,0.035798449,0.029071343,0.045924746,0.010344331,0.034011749,0.040903003,0.047222261,0.005795809,0.007491739,0.014191954,0.012154755,0.023501107,0.009656091,0.007476395,0.032282518,0.020081524
09/17/2018,0.00065409,0.007214508,0.026184442,0.002758491,0.037742306,0.025587277,0.010742092,0.025733923,0.023012751,0.02454283,0.004796298,0.021650271,0.041198876,0.019240366,0.04428235,0.029286182,0.016354725
09/18/2018,0.004088212,0.028614661,0.007669641,0.032719,0.001819946,0.015315173,0.040550988,0.008301094,0.044372797,0.002707191,0.007146062,0.047240013,0.024028709,0.027082591,0.011340296,0.004581765,0.029590094
09/19/2018,0.023427386,0.001549387,0.029231564,0.037891071,0.02925089,0.022876919,0.037800691,0.047562745,0.016915733,0.048149699,0.037503375,0.040113797,0.03867672,0.028932646,0.021083301,0.005657535,0.006065754
09/20/2018,0.010468414,0.00782188,0.001507608,0.041125652,0.017819793,0.038866872,0.034045834,0.036915722,0.042203686,0.02733534,0.049159117,0.024854453,0.038603495,0.048123724,0.04029066,0.004381103,0.039749945
09/21/2018,0.003721761,0.013197555,0.011006534,0.033619611,0.034886769,0.032718748,0.029317066,0.023148572,0.037410418,0.032883643,0.046072198,0.048360555,0.033427127,0.0132403,0.027559112,0.02096453,0.013699019
09/22/2018,0.011812969,0.011371269,0.042278554,0.009157891,0.029092082,0.012769889,0.02158643,0.029525495,0.032279174,0.018006763,0.007091717,0.006392514,0.022557305,0.017946451,0.047836645,0.021189269,0.028403059
09/23/2018,0.031686844,0.017331197,0.003633874,0.030137967,0.045122757,0.011303639,0.010967594,0.037642487,0.015382184,0.049701705,0.0468446,0.013450008,0.02876836,0.0370136,0.013463168,0.035598386,0.025265331
09/24/2018,0.035461151,0.046638755,0.026546535,0.005662556,0.018858518,0.029800765,0.011012999,0.011657217,0.04548503,0.032211932,0.021242077,0.027293682,0.037268537,0.032501453,0.017200439,0.023788857,0.039045817
09/25/2018,0.032147309,0.02816413,0.045872465,0.01115507,0.014312324,0.029660778,0.00496371,0.040277828,0.005140622,0.010231363,0.00299627,0.041396494,0.03544409,0.003110625,0.004066406,0.00851276,0.030441249
09/26/2018,0.020616515,0.024268962,0.04058767,0.019802322,0.013974286,0.009821826,0.029772093,0.014744941,0.039662135,0.02737674,0.024827619,0.031936577,0.002547153,0.031621426,0.027545104,0.020237905,0.015610449
09/27/2018,0.021986314,0.022864559,0.044871028,0.004052003,0.021727761,0.030444616,0.041998439,0.046176688,0.049701218,0.018429876,0.027296444,0.012947445,0.008109422,0.021170428,0.034399284,0.032386585,0.004593011
09/28/2018,0.026214799,0.035408405,0.009098145,0.038446388,0.036233247,0.014222706,0.035421,0.015864803,0.013582964,0.012917878,0.002941283,0.034416703,0.04906424,0.03328339,0.024146527,0.028975892,0.039259648
09/29/2018,0.048047465,0.013292629,0.033777402,0.029063638,0.044470922,0.029804873,0.023873278,0.000994586,0.01873945,0.036647541,0.0433581,0.009980618,0.010852493,0.038279127,0.015049513,0.037088414,0.001133296
09/30/2018,0.002980478,0.03860086,0.02589332,0.006297448,0.034305725,0.000330345,0.044625672,0.003801471,0.016469823,0.014812244,0.045407417,0.011981024,0.000659054,0.033661303,0.022021107,0.024805404,0.018355936
10/01/2018,0.025295712,0.046424903,0.008237493,0.025976214,0.039010486,0.045269995,0.029127204,0.000454324,0.039095635,0.035578807,0.024800535,0.040890257,0.007680397,0.009397332,0.012259679,0.008270205,0.010663584
10/02/2018,0.045180602,0.002105279,0.02237507,0.029109257,0.049515929,0.011962916,0.027978057,0.007010875,0.022672392,0.04927927,0.02776659,0.014126433,0.037206361,0.030674804,0.01220868,0.03766496,0.002266219
10/03/2018,0.031177637,0.001489939,0.025119825,0.027682199,0.031593248,0.025314351,0.003667203,0.003927042,0.044027912,0.04794908,0.046282731,0.007634258,0.009857338,0.048419118,0.024682996,0.020388184,0.008463399
10/04/2018,0.020930242,0.020969724,0.041040811,0.032739991,0.004449524,0.008957078,0.049582667,0.002118965,0.013866411,0.032803464,0.015890725,0.023244927,0.026069678,0.037527779,0.046063795,0.048748332,0.000977681
10/05/2018,0.018902759,0.008528996,0.048079479,0.013101388,0.045459619,0.034317284,0.026428092,0.00140875,0.014874444,0.020111602,0.04999904,0.047721615,0.035981871,0.002968325,0.016143424,0.03658241,0.026497457
10/06/2018,0.003298801,0.017688765,0.031728858,0.025332315,0.035315152,0.013767968,0.047474965,0.013005431,0.004021048,0.029843734,0.041498827,0.021726981,0.012625046,0.02962491,0.001329713,0.046397389,0.032140829
10/07/2018,0.024658838,0.038364846,0.026068521,0.001981915,0.035286727,0.000330187,0.044272417,0.022266834,0.020355678,0.000697241,0.039006538,0.02449413,0.008822181,0.017799858,0.035876643,0.028229465,0.000592625
10/08/2018,0.01375832,0.046757057,0.014933139,0.007976061,0.037229047,0.045250161,0.029468217,0.039699207,0.037945612,0.000126758,0.00444059,0.02587577,0.023960208,0.007083081,0.047915279,0.043566113,0.032451994
10/09/2018,0.01846154,0.007844151,0.042668617,0.040726338,0.04918873,0.001605011,0.030984742,0.010231729,0.021994339,0.03457058,0.046289912,0.043515884,0.031035346,0.022351838,0.024661156,0.02362558,0.016818164
10/10/2018,0.04549077,0.044046763,0.013671197,0.001684423,0.019603298,0.032898601,0.03923926,0.028332532,0.038840333,0.030715291,0.034996444,0.024631483,0.034143967,0.021201836,0.02669424,0.046126637,0.024859186
10/11/2018,0.001224195,0.01113371,0.047549767,0.040651587,0.020902827,0.034700075,0.005936412,0.04827624,0.019433588,0.042981995,0.014047721,0.047843424,0.033749929,0.039425764,0.043629582,0.026404372,0.020147501
10/12/2018,0.004401479,0.045148375,0.024921214,0.043420246,0.049518734,0.027893297,0.02728071,0.00686852,0.018927502,0.004570562,0.040029598,0.032628126,0.042854508,0.011607528,0.007736327,0.042568999,0.030997132
10/13/2018,0.039436431,0.031272824,0.035556371,0.007689448,0.025846965,0.016377155,0.012810192,0.019391864,0.041639686,0.029395351,0.013153531,0.044663165,0.049278026,0.048817406,0.022163138,0.042650858,0.03107192
10/14/2018,0.023217914,0.048236141,0.020588356,0.046853362,0.036709405,0.005144026,0.044629053,0.028148821,0.039121665,0.03426338,0.015942566,0.019704811,0.049657481,0.036686708,0.047398464,0.025494778,0.03124309
10/15/2018,0.028215851,0.036697757,0.041398276,0.022569995,0.00548721,0.02404525,0.031084876,0.026028885,0.016289405,0.041440041,0.01404343,0.033342427,0.000605955,0.044439165,0.005729888,0.029367439,0.032979473
10/16/2018,0.033191839,0.048516639,0.045043052,0.028133888,0.049002112,0.002588041,0.020573752,0.022259356,0.016760729,0.011829715,0.027162251,0.016941457,0.010831457,0.039636695,0.047840601,0.0115732,0.026726249
10/17/2018,0.017563754,0.035594098,0.031666792,0.004062533,0.037322613,0.01454684,0.020121145,0.024391539,0.003127113,0.045050185,0.024462421,0.029731892,0.01048866,0.039970089,0.00708906,0.038833826,0.030562397
10/18/2018,0.01323843,0.041494309,0.036922829,0.038768804,0.029766896,0.020766447,0.04381437,0.027909212,0.044077343,0.020383582,0.043505198,0.028613815,0.003457994,0.022404418,0.009526647,0.013611385,0.015716281
10/19/2018,0.040555428,0.04423369,0.047959106,0.021547445,0.002517335,0.011703392,0.035092326,0.049571271,0.006474289,0.031888101,0.021602681,0.000456,0.025512859,0.036388974,0.002071664,0.04712423,0.000120273
10/20/2018,0.03510451,0.028507014,0.027241283,0.016536692,0.001692246,0.002434464,0.046761802,0.047448963,0.027801505,0.009837046,0.026630862,0.045071833,0.021738842,0.020011293,0.00336119,0.026966471,0.000628174
10/21/2018,0.02982988,0.022689438,0.01494228,0.044517638,0.042074239,0.046241018,0.040845542,0.040766518,0.038925883,0.030974131,0.033644748,0.024608071,0.048709701,0.030822351,0.002653274,0.011859508,0.044065154
10/22/2018,0.032803634,0.018833972,0.045413503,0.022810386,0.02346064,0.017285774,0.045979895,0.003400287,0.006199849,0.021450233,0.047898947,0.042388874,0.017643641,0.017329552,0.01878502,0.048315842,0.033122696
10/23/2018,0.008762387,0.003053164,0.0375019,0.000817244,0.010785033,0.008962483,0.045053611,0.010381008,0.048168826,0.022995273,0.008790993,0.038009859,0.010363273,0.0200204,0.046851463,0.025785121,0.02005861
10/24/2018,0.026186195,0.011353472,0.009741578,0.03193885,0.006731909,0.026919077,0.043454307,0.029986244,0.02190909,0.027783013,0.001800963,0.043060264,0.027975054,0.004316769,0.008177051,0.024734694,0.049957807
10/25/2018,0.020693861,0.000743308,0.003622157,0.049905387,0.024700042,0.003473654,0.024519801,0.002317698,0.010821069,0.006331389,0.039790022,0.020743915,0.049277246,0.029549036,0.023014411,0.008400645,0.043781703
10/26/2018,0.011839127,0.007698591,0.021509796,0.047522971,0.036657714,0.005101404,0.040169236,0.020443606,0.043502669,0.010491655,0.012068634,0.025197754,0.012726745,0.001934444,0.047196155,0.023205115,0.019589721
10/27/2018,0.012623916,0.008918343,0.027925637,0.046561571,0.022609067,0.031151388,0.023680442,0.02101326,0.038410708,0.021246556,0.044207164,0.005480971,0.002041289,0.019072197,0.000365744,0.001689516,0.015361783
10/28/2018,0.036565223,0.030481567,0.017292045,0.004443935,0.032227601,0.019773447,0.042914722,0.005545791,0.044304183,0.016824266,0.004978602,0.036185614,0.030209083,0.048425807,0.03336809,0.026731439,0.00552256
10/29/2018,0.020703225,0.012219035,0.01195953,0.01679124,0.002815297,0.034096061,0.031802893,0.015180013,0.037257805,0.004301423,0.034130294,0.029222115,0.036065223,0.023884098,0.047076352,0.02546138,0.009419438
10/30/2018,0.007771885,0.020887995,0.011120069,0.011421172,0.013931315,0.005060376,0.0025744,0.028016435,0.039420222,0.0097351,0.00081033,0.000550831,0.038298748,0.034120746,0.013910436,0.048418383,0.013196736
10/31/2018,0.006729222,0.005286229,0.017413662,0.021049469,0.034283243,0.030292587,0.021477709,0.042540743,0.038833797,0.022044049,0.03023502,0.017376906,0.027294423,0.023033248,0.006363151,0.035698458,0.035414462
11/01/2018,0.040450275,0.043839831,0.035665351,0.002874766,0.026708238,0.01249642,0.025471278,0.000552816,0.047810356,0.009299241,0.022135444,0.028365065,0.02550199,0.008231093,0.037262076,0.03039089,0.008608734
11/02/2018,0.002192172,0.009793045,0.029876012,0.04030689,0.037771858,0.046006681,0.001070044,0.0363662,0.010558399,0.010320113,0.042604753,0.016110399,0.036169349,0.02939459,0.03804139,0.007831521,0.001510873
11/03/2018,0.019470469,0.007660024,0.00749337,0.019910934,0.029631032,0.018276427,0.001428524,0.037557096,0.025149757,0.046759234,0.046709158,0.017847825,0.020286604,0.010826195,0.043941525,0.009369246,0.03795736
11/04/2018,0.023106784,0.035550096,0.029756568,0.042442762,0.006392134,0.004162336,0.009771246,0.00939133,0.006828195,0.009632163,0.039953539,0.040177623,0.004960658,0.024216804,0.040804158,0.011561761,0.021742897
11/05/2018,0.004349311,0.031378097,0.032122762,0.038124536,0.019596819,0.011806617,0.036864835,0.046392328,0.011258684,0.01687347,0.013492011,0.025532467,0.012020916,0.023292093,0.025445305,0.005202238,0.035533209
11/06/2018,0.000300785,0.031591053,0.025802136,0.002119552,0.038313668,0.021226182,0.016269092,0.03237763,0.001273008,0.044135869,0.046234687,0.018672401,0.028788049,0.044076421,0.024837794,0.026265375,0.033831842
11/07/2018,0.030085512,0.029687363,0.027358724,0.006476422,0.029336047,0.010237567,0.025978321,0.025074138,0.028778752,0.016967885,0.007644955,0.026025129,0.020893006,0.028414498,0.008330035,0.016513969,0.030198833
11/08/2018,0.044534491,8.88E-05,0.045687773,0.016703154,0.038108515,0.027608943,0.02702713,0.031036096,0.008924616,0.042381468,0.00406684,0.04888621,0.007775357,0.020551468,0.047516262,0.036022309,0.034034113
11/09/2018,0.012465735,0.035849307,0.042644109,0.022170071,0.012705947,0.02421839,0.00280443,0.002934324,0.040158458,0.040619485,0.049660295,0.028760124,0.00298243,0.038738622,0.006350106,0.032944115,0.035427775
11/10/2018,0.013444925,0.028494916,0.037084446,0.004745911,0.015835592,0.036621485,0.024568185,0.027258878,0.004608181,0.031008412,0.009036249,0.034624035,0.021361381,0.039509837,0.00485716,0.004472932,0.047284535
11/11/2018,0.027974264,0.046408385,0.024843614,0.035799083,0.022969095,0.04682713,0.036940733,0.001906353,0.010490334,0.004157218,0.003809452,0.049483619,0.024129573,0.025535838,0.009197749,0.039430332,0.046462657
11/12/2018,0.02270827,0.002764153,0.025665905,0.035967508,0.007753308,0.034605133,0.010378232,0.047630026,0.016348031,0.026762858,0.014069649,0.013008306,0.004991217,0.023969327,0.019194341,0.026382682,0.0187567
11/13/2018,0.003939064,0.046385622,0.031991859,0.010407015,0.004033249,0.043478251,0.044444085,0.028188488,0.03787669,0.039754879,0.032733905,0.005879877,0.038072911,0.02123241,0.042210597,0.029856511,0.011920927
11/14/2018,0.049652021,0.038751904,0.02651891,0.022417906,0.00719274,0.000197978,0.016834057,0.019360615,0.027145133,0.005688326,0.048771607,0.02642734,0.04197272,0.016537359,0.024148445,0.006093425,0.004297883
11/15/2018,0.007039367,0.007013093,0.030215687,0.013038001,0.019420419,0.000891576,0.047180325,0.033653063,0.033323717,0.002309054,0.037650665,0.003062043,0.023490003,0.000773476,0.031648205,0.036917554,0.001358812
11/16/2018,0.018373047,0.035301282,0.018989254,0.017618236,0.028764496,0.03685529,0.032201122,0.014147869,0.03849206,0.019292326,0.013539408,0.023571872,0.031706738,0.028882984,0.007918894,0.045156298,0.022946512
11/17/2018,0.024709892,0.002367783,0.031729853,0.048679764,0.005140148,0.016644402,0.042115638,0.048331014,0.003937301,0.040932503,0.031450385,0.041966317,0.007473722,0.017379878,0.047838747,0.00313825,0.00468607
11/18/2018,0.014613641,0.047256567,0.027201775,0.001806655,0.001515725,0.018213746,0.014430913,0.00295865,0.039581708,0.010534431,0.048804711,0.041804036,0.020933072,0.000401565,0.003847033,0.004819618,0.012029931
11/19/2018,0.042033072,0.036274839,0.032824936,0.029628241,0.034497936,0.039733683,0.046078315,0.001718216,0.038963517,0.016887539,0.014185652,0.014213508,0.013378644,0.012560869,0.010701954,0.017779751,0.030852961
11/20/2018,0.002157784,0.047878839,0.012361159,0.038341885,0.044648082,0.043796487,0.013880479,0.012075117,2.95E-02,0.001617885,0.030311092,0.047659344,0.014479822,0.000341212,0.012636921,0.008929804,0.016688277
11/21/2018,0.023757353,0.026424403,0.032663679,0.037856499,0.038574818,0.024677844,0.039374767,0.037851663,0.007200963,0.023742735,0.017859293,0.020630618,0.000140977,0.010126522,0.006335643,0.04465285,0.020056346
11/22/2018,0.022387345,0.002202148,0.047659716,0.039067381,0.040762227,0.038563101,0.043551323,0.028696709,0.024603691,0.021767544,0.00355254,0.020220702,0.022380881,0.041139809,0.04811342,0.007284655,0.015527838
11/23/2018,0.008351643,0.027551958,0.024241706,0.021353283,0.032533996,0.020642134,0.031813453,0.022301936,0.000563072,0.011900005,0.044827941,0.015600416,0.028886444,0.043002767,0.000836894,0.019076606,0.001255005
11/24/2018,0.031317006,0.023797985,0.018927142,0.020721127,0.005196148,0.01520898,0.035149978,0.033540953,0.047899005,0.002191548,0.035038876,0.015396518,0.012639253,0.030690135,0.043334237,0.01235996,0.042738706
11/25/2018,0.033659763,0.032698892,0.026382873,0.008532985,0.029520573,0.002514894,0.011180043,0.046507267,0.008200822,0.043801411,0.024179436,0.048389695,0.006421963,0.040660382,0.035065338,0.029621363,0.0356374
11/26/2018,0.037379101,0.004437843,0.033518084,0.044571617,0.047240141,0.030465677,0.01192842,0.044038152,0.042824553,0.040194443,0.026158033,0.047209788,0.04709187,0.002466532,0.017193981,0.023326999,0.015730923
11/27/2018,0.025529178,0.025803623,0.020833766,0.012409807,0.018810183,0.028206014,0.011084425,0.03309469,0.024338818,0.038175442,0.038486173,0.049161922,0.021869286,0.005242611,0.042115294,0.003526044,0.040421175
11/28/2018,0.047417848,0.022329506,0.036149194,0.049679296,0.001058405,0.017955507,0.047417869,0.007289046,0.046848967,0.022775056,0.006466068,0.023627462,0.02979059,0.011527966,0.024978479,0.027855911,0.028330622
11/29/2018,0.048050943,0.029086727,0.039064992,0.003714087,0.019381193,0.038562284,0.002803806,0.009387683,0.038130015,0.046146084,0.045167794,0.014340467,0.01058107,0.033037538,0.040675626,0.000635054,0.025306302
11/30/2018,0.010331106,0.014841856,0.043281667,0.012528535,0.033914996,0.026740984,0.044901038,0.015650511,0.019627529,0.046292534,0.016897979,0.003013774,0.013188902,0.044406678,0.033908635,0.020182671,0.010690622
12/01/2018,0.035688738,0.032559483,0.004833735,0.016018402,0.002473534,0.013731637,0.046641331,0.0309171,0.032780115,0.02634795,0.022592197,0.016406338,0.045483857,0.035702282,0.01323488,0.030551451,0.032888077
12/02/2018,0.039538269,0.007701793,0.019822072,0.029408539,0.019884256,0.040618116,0.011593791,0.03425467,0.040602124,0.003488294,0.007541931,0.005179342,0.033489503,0.043544778,0.00105482,0.014571976,0.041653093
12/03/2018,0.045321237,0.008667196,0.010593838,0.033796622,0.004695636,0.025723725,0.024150042,0.036232399,0.013135134,0.009071328,0.001787748,0.033687568,0.006433955,0.010375977,0.015378853,0.001825104,0.048447883
12/04/2018,0.035602717,0.030407218,0.035298308,0.041617938,0.009990342,0.016843134,0.002462588,0.044409935,0.048297659,0.035279683,0.029493834,0.014396603,0.005775785,0.029434856,0.024492179,0.047752461,0.028184116
12/05/2018,0.015387999,0.024049073,0.027018449,0.009951666,0.01658883,0.039224164,0.042798628,0.030595203,0.013366802,0.042266779,0.03439135,0.044071911,0.001336994,0.024240251,0.029538128,0.028480331,0.012279344
12/06/2018,0.038899566,0.001416307,0.030197188,0.046102709,0.036150045,0.001085916,0.028799256,0.049044743,0.027200351,0.042716936,0.014257463,0.007090365,0.017926162,0.048461324,0.014092114,0.011690018,0.011020754
12/07/2018,0.000233956,0.044823911,0.043282254,0.030594054,0.006717995,0.024729266,0.042304552,0.041475627,0.037452704,0.01398898,0.006400276,0.034843911,0.027966324,0.015495508,0.001394568,0.030803556,0.001764439
12/08/2018,0.018674474,0.034737059,0.009355743,0.029936226,0.018974301,0.003616303,0.004401032,0.036257463,0.026099139,0.032399985,0.042480528,0.037395045,0.042496134,0.004167142,0.035324078,0.030052908,0.035980109
12/09/2018,0.034330694,0.008993503,0.039131094,0.015290364,0.027128677,0.043875977,0.038995928,0.043949668,0.007950034,0.004760295,0.045521115,0.004918809,0.001350109,0.042962207,0.007629039,0.033621947,0.006711224
12/10/2018,0.038967294,0.002360214,0.026058046,0.0413638,0.016911907,0.015769126,0.003782909,0.00396641,0.044813105,0.005546832,0.032416455,0.001784175,0.013852599,0.040288451,0.025686698,0.033898356,0.012364948
12/11/2018,0.006247467,0.02937359,0.039708499,0.01709574,0.008470779,0.047791773,0.006510314,0.021288799,0.042531152,0.004834067,0.004611034,0.048923185,0.037561062,0.037518336,0.041824603,0.031056819,0.047063791
12/12/2018,0.046140306,0.029090888,0.028327753,0.019995977,0.033737327,0.004257716,0.014861137,0.025106452,0.046436089,0.037928643,0.028874515,0.041174466,0.012355785,0.006354168,0.048860148,0.001864552,0.003419125
12/13/2018,0.03970711,0.042778501,0.026094439,0.002028237,0.039037771,0.018064884,0.025691568,0.001360963,0.013788614,0.044136792,0.003913022,0.032713962,0.03529927,0.048780353,0.038723546,0.035927239,0.034650519
12/14/2018,0.026622824,0.036723771,0.044052104,0.041616029,0.008332884,0.010809017,0.038244795,0.047205147,0.015719821,0.01075201,0.029799486,0.026623229,0.027906368,0.027573669,0.014524783,0.023326932,0.026634181
12/15/2018,0.043539958,0.024947545,0.031086999,0.010465615,0.016015872,0.04412702,0.024130171,0.012554465,0.044675646,0.017208546,0.001260806,0.016308554,0.025701571,0.033658159,0.017236684,0.005154227,0.021086412
12/16/2018,0.03221149,0.047569036,0.018463916,0.020777923,0.018971423,0.047931551,0.028646426,0.012337611,0.034529836,0.031570559,0.007494491,0.005942103,0.041704056,0.040215389,0.029384762,0.049731799,0.03316206
12/17/2018,0.00306299,0.018071645,0.014952153,0.049208684,0.023607664,0.026226752,0.043107604,0.045525785,0.017764701,0.0039578,0.026728909,0.00153038,0.033913552,0.019588238,0.045514505,0.009463013,0.022186505
12/18/2018,0.023709903,0.005348271,0.012360635,0.000484377,0.037903327,0.046890783,0.000815932,0.046544007,0.027970949,0.045825202,0.008258708,0.039599288,0.034654158,0.018690595,0.019117352,0.025263444,0.043520535
12/19/2018,0.042539895,0.025085344,0.016781331,0.02812605,0.014184527,0.017207227,0.034821861,0.001303788,0.026331325,0.038386985,0.001327124,0.017119875,0.026803483,0.000803249,0.043506369,0.012484072,0.013368849
12/20/2018,0.037840184,0.026885954,0.010988855,0.004844483,0.029048696,0.030441321,0.00326955,0.020766649,0.04785892,0.0044827,0.00544283,0.019607729,0.045112784,0.039606442,0.018916826,0.034291533,0.007283351
12/21/2018,0.036137649,0.046159508,0.020938387,0.036364826,0.003055817,0.042278681,0.033188194,0.016692386,0.001322601,0.009537532,0.019376576,0.001747329,0.017318968,0.007569445,0.02053349,0.001206945,0.016966992
12/22/2018,0.007914089,0.018823672,0.029775352,0.033653705,0.032210272,0.006019329,0.031159221,0.034364928,0.028781994,0.000158715,0.048971332,0.009206843,0.024519249,0.049807494,0.018098161,0.020652497,0.041905462
12/23/2018,0.000627639,0.03907681,0.041883035,0.028214589,0.035696695,0.022925743,0.042869647,0.025435072,0.046917288,0.035855473,0.035872242,0.046574893,0.016805314,0.021726034,0.001218814,0.011434323,0.00992445
12/24/2018,0.033676692,0.018986646,0.042224546,0.014544628,0.010451642,0.043369609,0.027925006,0.013673525,0.018742856,0.022405587,0.026085237,0.024190017,0.022447559,0.000511275,0.035085872,0.044461366,0.031073335
12/25/2018,0.041097543,0.029333371,0.001000579,0.018093506,0.006208173,0.03919188,0.004572653,0.004481094,0.02137204,0.03917111,0.026251768,0.028565259,0.007167469,0.012558587,0.013958614,0.024596845,0.028759927
12/26/2018,0.039393191,0.032849581,0.028460523,0.005498394,0.020527606,0.037455341,0.021884753,0.033860144,0.037097558,0.009815058,0.026281643,0.002382578,0.014874105,0.028910404,0.001591604,0.047269978,0.033849037
12/27/2018,0.002897656,0.030692743,0.033025396,0.039607634,0.015682695,0.02616091,0.005853937,0.029587225,0.046693468,0.048536886,0.022026985,0.033724859,0.040200055,0.017555984,0.007651848,0.01925559,0.032634104
12/28/2018,0.021917862,0.029508599,0.029601022,0.010584593,0.009877016,0.00137655,0.004840544,0.047245646,0.003928191,0.035787844,0.02635542,0.030488879,0.010537326,0.001767822,0.00033522,0.023949273,0.016999828
12/29/2018,0.029282916,0.042686321,0.024533453,0.034211565,0.03144707,0.018992321,0.040804032,0.018965682,0.023782547,0.017748682,0.040833158,0.009261723,0.002103857,0.020494005,0.015857857,0.03328752,0.007098949
12/30/2018,0.004167988,0.011297471,0.03385805,0.008933324,0.029317759,0.014583484,0.004901573,0.007090665,0.036800531,0.041674363,0.001097285,0.031619856,0.006792987,0.006832371,0.041360893,0.037372132,0.025433712
12/31/2018,0.038258044,0.021180821,0.022661082,0.0346703,0.03036713,0.025832413,0.025473476,0.005617031,0.007893459,0.022876661,0.014875457,0.023513893,0.002270175,0.02401528,0.028301996,0.043001634,0.022240778
01/01/2019,0.001213522,0.049037117,0.047954868,0.049435496,0.041679268,0.038061479,0.002686226,0.025241591,0.003977439,0.049544107,0.001320253,0.005394167,8.82E-05,0.016047875,0.014583025,0.007633189,0.049459787
01/02/2019,0.045001582,0.022398157,0.024667006,0.016417477,0.027486887,0.004898228,0.044476565,0.02694955,0.014883926,0.043523615,0.025446943,0.02990048,0.043092928,0.002891798,0.026107327,0.043029601,0.048879434
01/03/2019,0.031178219,0.03851373,0.022659808,0.048942753,0.040008698,0.036565712,0.008106829,0.034558831,0.00774555,0.039008134,0.010150305,0.021783932,0.017321641,0.006173077,0.045925943,0.006778353,0.019249438
01/04/2019,0.02101764,0.003662705,0.020829468,0.042029302,0.049230184,0.004722003,0.043587922,0.039987825,0.001248526,0.01624494,0.012938538,0.022983791,0.035921398,0.017433791,0.036334489,0.004472848,0.041700102
