,Barra_Beta,Barra_BookToPrice,Barra_EarningsYield,Barra_Growth,Barra_Leverage,Barra_Liquidity,Barra_Momentum,Barra_NonLinearSize,Barra_ResidualVolatility,Barra_Size
000709,0.32777282,2.88242954,0.72362707,-0.15558741140845067,0.8785049900999999,0.3366727565,0.53076997,-2.57757415,-0.09122864839999996,1.7730531000000005
000723,-1.41215512,-0.43200685,0.59725005,0.2713758723943661,-0.3343855464,-0.7792130684999999,-0.04082059,-3.17733722,-1.0210721188,1.28607611
000725,1.0861372,0.40571025,0.34498967,-0.013941005915492959,1.0103986759,1.453413527,2.69041346,2.69200969,1.1798159579999998,2.90659034
000728,0.58612071,0.74291412,0.22014920000000002,0.5160889569014084,-0.053262172699999936,0.057883715999999995,-0.20178793,-2.86600015,-0.4211269234,1.60970219
000738,0.46192907,-0.25991071,-0.36823641,-0.1900222094366197,-0.6372013437999999,-0.8319751639999999,-1.29395102,-3.07867484,-0.5442340096,0.72061712
000750,-0.09641799999999999,1.26349286,-0.15874465,0.23528449323943665,0.009640802400000035,-0.5351861874999999,-0.56902444,-3.21554099,-1.0467828523999998,1.016525
000768,0.0966458,0.02674551,-0.45607068,0.1790411390140845,-0.19819863059999995,-0.5264360625,-0.22733583,-2.54869624,-0.2957954534,1.78687404
000776,-0.22338911,0.9032465000000001,1.14727884,0.5932627057746479,0.08457700480000002,-0.6634458000000001,0.58784445,2.69200969,-0.9283178776,2.90659034
000783,-0.30960856,0.88676666,0.27590319,0.04554903929577465,0.029981480800000005,-0.9595691375,-0.5219047,-2.50915839,-1.1363978124,1.80525939
000792,1.14364286,1.3511815,-3.70101847,-0.3181153053521127,2.544283592,1.1134220775,1.11855643,-2.88682321,2.2143702748000003,1.59537141
000826,-0.53699046,0.29871092,0.46001434,0.4302354861971832,0.2795984883,-0.5340284215,0.4043623,-3.07651153,-1.133924725,1.43212242
000839,0.98322423,-0.76386718,-0.51370346,-0.1448537071830986,0.1200952145,1.317733152,0.52353723,-2.99926442,0.8807594604000001,1.50774478
000858,0.25621842,-1.043223,0.1720941,-0.26852465169014084,0.4298099492999999,-0.11810923099999995,2.69041346,2.69200969,0.741472725,2.90659034
000876,-1.08884158,1.49151164,1.76280263,-0.6296053714084507,-0.4614541259,-0.4016875405,0.40832864,-2.93297012,-1.4296662963999998,1.56174205
000895,-1.08009888,-1.06811342,0.70714029,-0.6999330911267606,-0.5401536589,-0.8617322565000001,1.77243884,0.46408696,-0.487224951,2.5742130000000003
000898,0.1017572,2.31968572,2.54148921,-0.6203439929577466,-0.1955701142,-0.4657113565,1.36966081,-2.1135927000000003,0.029120439799999995,1.96363556
000938,1.5924592,0.23199883,0.48320233,0.02920526788732395,-0.6097826751000001,-0.8381061095000001,1.55835365,-1.40844249,0.7609928203999999,2.1784752
000959,0.01985827,2.88242954,2.13182876,0.23719681605633805,2.3622983859,-1.8873020825,0.34821135,-3.02874643,-0.4402534536,1.48088641
000961,-1.02387022,0.79580093,-0.21008745,-0.4098387309859155,3.2852195211,0.08698243450000004,0.44826425,-3.14852271,0.08721859900000001,1.3379601
000963,-1.10777885,-1.07257344,0.26217168,0.17519712577464788,-0.4027532697,-0.7415570754999999,1.75359872,-1.91543445,-0.3708816938000001,2.03059104
000983,0.09409841,1.01894934,0.88561205,-0.6729615190140845,1.005384564,0.6936896925,1.35114149,-2.99280953,0.6994393550000001,1.51336085
001979,-0.20026742,-0.07682492,1.45953313,0.03186643647887324,1.0941281458999998,-0.8433989994999999,1.26652622,2.69200969,0.04909141159999998,2.90659034
002007,-0.87891492,-0.94298673,0.18710052,0.051866096197183104,-0.8910025032,-0.221677909,0.08126105,-3.20590885,-0.983180265,1.21170711
002008,1.83083506,-1.15624933,0.20277156,0.1409377523943662,-0.2556039901,1.058823888,2.69041346,-2.04358398,1.3770393436000001,1.98803258
002024,-0.00928024,1.24696369,0.21752428,-0.19287207070422527,-0.40804312159999995,-0.48263197799999996,0.92293221,2.46761741,-0.12208320760000002,2.87705598
002027,0.26063902,-1.47037169,0.25336975,-0.30941545154929584,-0.5732023755,-0.9048778575,2.2932057999999995,2.69200969,0.5328912835999999,2.90659034
002044,0.21381549,-1.47037169,-0.43965778,-0.5504053049295774,-0.199005306,-1.197470842,2.12980811,-1.56301024,0.2416667192,2.13630594
002065,-0.01360241,-0.11677393,0.03377918,-0.4017400773239437,-0.5347373923000001,0.48835331649999997,-0.75176776,-3.21090908,0.6654551538,1.19264485
002074,0.40165196,-0.91555884,0.29724476,0.5155322549295774,0.040387048300000006,0.08863909149999999,-0.58273165,-3.21850593,0.08753390180000001,1.14609339
002081,0.79218725,-0.58684004,0.60675568,-0.6743408852112677,-0.2329484196,-0.09623110399999996,2.5990417999999997,-2.61587125,0.37917873280000003,1.75416893
002142,-1.81200601,0.56368135,2.02069293,0.14863441830985913,1.2975979386,-0.780111687,2.04030296,1.09527768,-0.4237365422,2.67861974
002146,0.05473856,0.15719523,2.31282103,-0.32126977690140845,2.0069373022,0.7758935275000001,1.44192015,-1.61268319,1.2075649297999995,2.12226418
002153,0.96570354,-0.90475382,-0.30892147,-0.10611346154929577,-0.7266066809,-0.29767255149999994,1.08422036,-3.17667417,1.0841641967999998,1.28744176
002174,0.41029023,-1.0932022,0.16923686,-0.7706431943661973,-0.3836682426,-0.134648371,-0.2569084,-3.21782414,0.4510298348,1.03088862
002202,0.46786140000000004,-0.23551925,0.70176833,0.6221877512676056,0.9130623156,-0.20483466,2.69041346,-1.32359343,0.5934880054,2.20072328
002230,1.37303574,-1.26555769,-0.59756464,0.09860228436619717,-0.5367314754,1.7346907509999998,2.69041346,-0.56386372,2.1709724826,2.37782106
002236,0.83182396,-1.19566088,0.16363746,-0.0921325509859155,-0.34263970969999996,0.1614958035,1.49106195,-0.57505889,1.2221025456,2.37544888
002241,0.68203915,-0.38503739,0.62647492,-0.26315959197183103,-0.28766053169999994,0.26206599199999997,0.55520963,-2.44645788,0.3926936685999999,1.83325744
002252,-2.15319084,-1.19042564,-0.53049279,-0.6065362140845071,0.3034097057999999,-1.1991701119999998,0.32135106,0.86689553,-1.8536281546,2.64198852
002292,1.60515772,-0.42045449,-0.66416664,-0.09359171549295776,-0.4620756076,-0.057082760999999975,-1.07623973,-3.1216261000000003,0.6639973120000001,0.78481084
002294,-0.73932874,-1.12731848,0.28773333,-0.2316528812676056,-0.8392721482000001,-0.5700127755,2.41784418,-2.68435229,0.07131951739999999,1.71863295
002304,-0.82631862,-1.11544758,0.24259654,-0.3974928884507041,-0.6311900917000001,-1.318672583,2.30877952,2.69200969,0.468154991,2.90659034
002310,0.47825568,-0.86225626,0.58414165,-1.0376663507042254,-0.12807430609999998,-0.1372160975,1.78342405,-2.23163235,-0.12006053159999995,1.92038411
002352,-0.08842072,-1.12647677,-0.13093116,-0.04198551450704226,-0.3123110492,-2.1950114515,1.47767555,2.69200969,-0.2117676918,2.90659034
002385,-0.30706022,-0.15389413,0.6200207,-0.8496428173239436,-0.50607863,-0.5367785675,0.16925938,-3.14350947,-0.8885202543999999,1.3458033999999999
002411,-1.83857052,-0.77667007,-0.10908555,-0.3711268725352113,-0.26675144059999994,-2.1950114515,1.02951791,-2.69844792,-1.5996780789999998,1.71100545
002415,0.68816829,-1.42614198,-0.01176793,0.23757051126760564,-0.4500329982,-1.0532773809999998,2.69041346,2.69200969,0.5084973248,2.90659034
002424,-0.85647174,-1.04689743,0.00126629,-0.5834650236619718,-0.6325531547000001,-0.8480076025,-0.25875547,-3.21242928,-0.6513060168,1.00030949
002426,-1.4124883999999998,0.39367001,-0.01083403,-0.039916450845070416,0.1480299633,0.28396536399999994,-0.88549567,-3.16751592,-0.8056676742000001,0.86909475
002450,-0.63925418,-0.67834514,0.27920281,-0.014808152112676056,-0.3340160725,0.07234828500000001,1.08799227,-0.92453128,-0.395396398,2.29814533
002456,0.32780583,-0.94236433,-0.15406907,0.39903986577464784,0.23506264640000002,0.6845475544999999,1.77924384,-2.28244575,0.6109238966,1.90084619
002460,0.60470851,-1.44058218,0.25144548,-0.1615321423943662,-0.2112625059,1.740141533,2.69041346,-2.56832126,2.0119503842,1.77751925
002465,-0.26778494,-0.06860827,-0.31419511,-0.5578172897183098,-0.5883582252999999,-0.263842215,-0.30992905,-3.21850593,-0.7840896886,1.06821969
002466,0.75657252,-1.1418732,0.54258382,0.568921814084507,-0.28101047399999995,1.1167271184999998,1.47348561,-1.61048854,1.425293746,2.12288992
002468,-1.46992122,-0.99615744,0.4327403,0.3180097167605633,-0.7487465568999999,-1.944481532,-0.05635543,-2.84679174,-1.2032951428,1.62251338
002470,-1.99855761,0.05494383,0.03839888,-0.5992903929577464,-0.3494870186,1.5397278630000002,1.25597848,-3.13523607,-1.7312004762,1.35818736
002475,0.15792459,-0.92959239,-0.01606158,-0.3023206525352113,-0.35796361299999996,-0.38038674549999996,1.93501994,-1.03556798,0.6165433278,2.27212379
002500,0.48736801,0.41341437,-0.28399056,0.4599357942253521,1.099546491,0.320342997,-0.39116127,-3.18183598,-0.593938764,1.27651752
002508,0.10155129,-1.33989806,0.08919674,-0.10318212070422536,0.6553106228999999,-0.385821091,2.26726904,-2.15123246,0.17013354140000006,1.95014715
002555,-0.28826327,-1.07596597,0.48025105,0.35837003971830983,-0.6522412313000001,-0.808854083,0.37023038,-2.51281668,0.9683895131999999,1.8035831000000002
002558,-0.28618738,-1.19085362,-0.14891205,-0.8755429629577465,-0.8360603625,-1.994632299,-0.45849185,-1.26855136,0.4140352186,2.21484195
002572,-1.28596622,-1.1888876,-0.00861882,-0.04771110380281692,-0.5276735102000001,-0.555226393,1.36767764,-2.92110296,-0.3198533168,1.57065854
002594,1.06433237,-0.25893557,0.08359062,0.5163053595774648,0.048976000200000064,-1.0221734825,1.47163854,2.69200969,0.5702853846,2.90659034
002601,0.52878403,-0.111394,1.3787777,-0.961690893802817,-0.4643871628,-0.005777235499999978,1.09152115,-2.87697818,0.07449559780000001,1.60220684
002602,-1.06095594,-1.09432268,-0.08673132,-0.2215537181690141,-0.7428180115999999,-1.876590281,1.05815722,-2.97057976,-0.83941469,1.53206487
002608,-0.39120016,1.12941874,1.83445571,-0.7753091625352113,0.1895262295,-2.1950114515,0.06651365,-3.01562864,-0.5056780061999999,1.49309495
002624,-0.27620097,-0.8132465,0.34649202,0.43504061112676057,-0.1767412002,-1.402131973,0.80303789,-2.75434036,-0.2240324310000001,1.67955992
002673,0.49905282,0.00058001,-0.26343726,0.2923162718309859,1.0087179726,-0.047591668,-0.9381469000000001,-2.53125149,-0.3677280958,1.79505989
002714,0.77887167,-1.13526322,0.25585118,0.03186643647887324,-0.21548506879999998,-0.6298419604999999,2.69041346,-1.02978507,1.5181112125999998,2.27349822
002736,0.00934298,0.55732993,0.66405385,0.03186643647887324,1.0913602395,-1.6970366730000002,-0.85393993,0.73726688,0.2341021782,2.62063951
002739,-2.14871339,-0.92445538,-0.03211698,0.03186643647887324,0.1011316499,1.830502809,-0.1553098,-1.53369173,-1.7578891842,2.14447768
002797,1.81362892,-0.6053354000000001,-0.42083641,0.03186643647887324,-0.06867975599999993,1.5288289639999997,0.00256679,-2.90567596,1.351586818,1.58196353
002831,-0.80804115,-0.87016657,0.42890916,0.03186643647887324,-0.4249522312,-1.5791940414999996,0.00256679,-3.21850593,-0.6011834942000001,1.13502339
002839,0.00300242,0.15488507,0.42757961,0.03186643647887324,1.2975979386,1.080809562,0.00256679,-3.18668977,0.0016515042,0.91397428
002841,0.59588287,-1.36721425,-0.02462813,0.03186643647887324,0.8582645576999999,-1.7401124474999998,0.00256679,-3.16601863,0.7879944748000001,1.3081025
300003,-0.75411478,-1.11637934,-0.13685813,0.19038009422535213,-0.3388412043,-0.6005396934999999,1.55199583,-2.38926075,-0.185949288,1.85768695
300015,-0.24115198,-1.45991686,-0.35297690000000004,-0.17640850450704226,0.0821635426,-0.7031661979999999,2.04856617,-1.87674549,-0.0727482884,2.04295639
300017,0.45022469,-0.56222126,0.08572127,-0.7359081638028169,-0.7425124062999999,1.4613842325,-0.61972166,-3.14483325,1.7405232022,1.34375874
300024,0.66006795,-0.93075968,-0.35547085,-0.9454228923943662,-0.5550938316999999,-0.011907403499999995,-0.08513084,-3.06978435,-0.5816862286,1.43946815
300027,-0.24326683,-0.17494613,0.27661025,-0.22454290197183105,-0.016595020599999982,0.5819975789999999,-0.09347182,-3.15015654,-0.1353566722,1.3353431
300033,1.43162566,-1.31528837,-0.03629432,0.7950436102816899,0.5323428299999999,0.363522765,-0.63940755,-3.12165903,0.8096844578,1.37721899
300059,2.08876315,-0.86761328,-0.49367984,0.13916410084507042,0.9595186725,1.3714465715000002,0.12263543,-1.25411619,0.6951359768,2.21850548
300070,-0.20768541,-0.23131883,0.76531251,-0.18892371690140847,-0.099712609,-0.05691928,0.42129702,-2.14504267,-0.51780267,1.95238399
300072,-0.64591177,-1.1300525,0.37263526,0.7775087002816901,-0.11160945699999997,-0.25116714100000004,1.52955879,-0.98911033,-0.02174863560000001,2.28310494
300122,0.74471255,-1.47037169,-0.4925414000000001,-1.121384168591549,-0.7087760634,-0.7293345725,2.39000202,-2.49646077,1.460787036,1.8110398
300124,0.41240634,-1.24628125,-0.07663616,-0.3640385464788733,-0.4991253361,-0.6903480359999998,1.81702129,-2.37546894,-0.203177657,1.86343221
300136,-0.27215653,-1.41338933,0.01403643,0.6040410925352112,-0.408369873,0.7066719109999999,2.67717288,-2.97992064,1.8334241662000001,1.52432085
300144,-0.58092929,-0.55536502,0.42880384,0.11337753112676055,-0.7845266177,-0.7074401785,-0.08887359,-3.18058459,-0.8425089922,1.27922995
300251,-0.06091783,-0.89834195,-0.12981073,-0.8712418116901409,-0.7263051242999999,0.07765223050000003,1.19928313,-2.80963235,1.0053499309999998,1.64629616
300315,0.6539486,0.52646531,-0.25543978,-0.7118519971830986,0.32961426419999984,0.937762063,-1.58207458,-3.12083683,0.2210867054,0.78353409
600000,-2.15319084,2.88242954,2.67501713,0.17726851,1.2975979386,-1.6131334215000002,0.63465311,2.69200969,-1.2922232226,2.90659034
600008,0.86930908,0.97581604,0.07086933,-0.09539207380281688,1.3595822462,0.7401089654999999,0.43057126,-3.20831674,0.5813336012,1.20296611
600009,-2.07206379,-0.56393141,0.51406235,0.13524120154929575,0.2578049966999999,-1.176964699,1.99918133,0.35444953,-0.1855991302,2.55499289
600010,0.09313384,0.13271428,-0.23539296,0.017147364788732355,-0.002292184599999969,-2.0217719785,0.82026426,1.83854773,-0.7426837991999999,2.79022811
600011,-1.9098319,2.49557956,-0.10598864,-0.2283796577464789,2.8941818457000004,-2.1950114515,-0.05935935,0.71944599,-1.2685969988,2.61767141
600015,-2.07735201,2.88242954,2.67501713,-0.1082238266197183,1.2975979386,-1.374570298,0.5973034,2.69200969,-1.6409786787999998,2.90659034
600016,-2.01366925,2.88242954,2.67501713,-0.07293119676056338,1.2975979386,-1.3130560215,0.65420289,2.69200969,-1.5482847274,2.90659034
600018,-1.4192458000000001,0.06187196,1.5483416,-0.05798514,-0.3854030912000001,-1.6627272965,1.07995265,2.69200969,0.3674890174,2.90659034
600019,-0.76614892,1.51343226,2.01361958,-0.38122116,-0.3222006378,-0.6169045195,2.10912092,2.69200969,0.0621665204,2.90659034
600021,-1.38983804,1.59350091,1.30898233,-0.04395538802816902,1.5709358084,-1.7303873484999999,-0.64536678,-3.2148974,-1.4484742713999998,1.01291733
600023,-1.8821307,1.96651183,1.04701238,0.13320192169014086,0.5084601319,-1.9341469544999998,0.5194833999999999,-0.39708366,-1.5961599990000002,2.41247201
600028,-2.15319084,2.53986173,1.71434546,-0.5816972992957747,-0.17049649579999998,-1.7925911019999998,1.39283668,2.69200969,-1.0281854962,2.90659034
600029,-1.78911365,0.57779513,0.96763505,0.02200754450704226,0.22834092180000004,0.332206895,2.30438544,2.20634388,0.4837398861999999,2.84174864
600030,-0.47333042,0.78904083,0.62823708,0.5959146577464789,-0.008794776199999965,0.4162034185,1.06615795,2.69200969,-0.4492432844,2.90659034
600031,0.35403345,-0.16495175,0.17117120000000002,-0.9004716667605633,-0.057812105399999925,0.5777120474999999,2.09928284,-0.92130193,0.1099520688,2.29889078
600036,-1.51535119,0.49060228,1.73019083,0.1705640852112676,1.2975979386,-1.669842246,2.27877921,2.69200969,-0.44973252939999997,2.90659034
600038,-0.00105712,-0.42315151,-0.21204072,0.30089827323943663,-0.14697241889999996,0.216302158,0.80913322,-3.2161668,-0.13351733640000002,1.16712564
600048,-1.20127832,0.95280684,2.15090475,-0.037478272112676056,2.8729329020999996,0.2588423139999999,2.69041346,2.69200969,0.4993704128,2.90659034
600050,-0.77689255,2.88242954,-0.54562651,-0.20885867704225355,-0.1489259884,0.367709171,0.38674708,2.69200969,0.0279224484,2.90659034
600061,-1.65998331,0.6626092,0.85862193,-0.4603286784507042,0.3871819615,-1.9766490725,-0.46701754,-1.83981652,-1.4130310222000002,2.05456652
600066,-1.35452473,-0.5496572,1.20361716,-0.4672137409859155,-0.2643380036,-0.372586524,1.2889341,-2.27818826,-0.450405361,1.9025063000000002
600068,-0.40415264,2.88242954,2.67501713,0.17945166253521128,1.6855789855,0.454165235,0.04100463,-2.53210431,-0.23005107,1.79466247
600074,-2.15319084,1.20803898,-3.70101847,-1.7302024071830986,-0.31445760729999994,-0.09399448450000003,-0.84419906,-2.2665287999999997,0.413151191,-0.022870599999999998
600085,-0.84710355,-0.54737421,0.3544547,0.1444789057746479,-0.5827314939,-0.7087778020000001,0.64341211,-2.38970834,-1.2655765363999998,1.85749959
600089,0.31816692,2.25822439,1.42183269,0.19650601845070426,0.9353861514,0.44478272399999996,0.78382836,-2.87596836,-0.9664342488000002,1.6029018
600100,-0.2130676,1.79874128,-0.23711085,-0.07697588380281692,0.2692074454000001,0.3222404965,-0.99466726,-3.12532044,-0.5478177992000001,1.3722292
600104,-1.89272378,1.04187448,2.67501713,0.09060266901408452,-0.1781347077,-1.6503934855000002,1.62748269,2.69200969,-0.7556608094,2.90659034
600109,-0.20992844,1.02939218,0.47765941,0.24888658394366198,0.8790896252999999,-0.1102597125,-0.69092137,-3.13325484,-0.9479954934,1.36105873
600111,1.56321056,-0.80773206,-0.35362718,-1.0226901633802816,-0.3073904605,1.1054044559999998,0.96745633,-2.2615547,0.8781339658,1.90895104
600115,-1.32760356,0.34266685,0.93429574,-0.0942757990140845,0.2420186206000001,-0.32560815349999994,1.39756129,2.3394325,-0.4812810082,2.85986126
600118,-0.53494705,-0.8224043,-0.250447,-0.019555111267605632,-0.3358382962,-0.6666778499999999,-0.24305537,-3.15759089,-1.3046961494,1.32301842
600153,-1.14915639,2.34142106,2.67501713,0.03270364211267605,2.5828767002,-0.10851721399999996,0.24532952,-2.90252593,-0.9837823678,1.58423406
600157,-1.52271428,1.34933596,-0.15517699,-1.3145585946478873,1.3802375418000001,1.1390932825,-0.09772981,-2.63483532,-1.8091210586,1.74456646
600170,-1.46160257,1.97200772,1.68123298,-0.7219432857746478,3.0658127162,-1.1089158525,0.49957392,-2.95692425,-1.8503245066,1.54310634
600177,-0.68599808,1.41563263,-0.51421727,-0.006311578591549308,1.735749683,-0.8919910965000001,0.37911576,-3.02360057,-1.1633416006,1.48572791
600188,0.6945423000000001,1.98738342,1.92539544,0.02063613197183101,1.1178751412999999,-0.6350299094999999,2.22003264,0.22715279,1.1485602549999998,2.53222309
600196,0.02835452,-0.49239143,0.29151378,0.2156776611267605,-0.06956038309999997,-0.215364738,2.69041346,1.0710066,0.7199362537999999,2.67478382
600208,-1.1137475000000001,1.1391978,1.34229417,-0.0728648823943662,2.2522511232,-0.26145781099999993,1.36042545,-2.30836101,0.2557072786,1.89064622
600219,-1.05725091,2.8235398,0.81904515,-0.8839471150704226,-0.6042812201000001,-0.1094318395,1.09265855,-3.02258678,-0.9460736648,1.48667364
600221,-1.55072391,2.88242954,1.38043484,-0.4643291415492958,1.4429087757000003,-1.7875837525,0.38166277,-1.92774648,-1.8536281546,2.02661117
600233,-0.0109611,-0.90569172,0.17757047,-0.5372065915492958,0.4593901313999999,-2.175770107,-0.33589497,-2.43283379,-0.2386924856,1.83916782
600271,0.60061884,-0.43136103,1.15250486,-0.10806980985915493,-0.4846165101,0.09453113949999996,0.68874311,-2.79547935,-0.04731357360000002,1.65503768
600276,-0.18358319,-1.44308066,-0.32034709,-0.07194489042253521,-0.8656929659,-1.026164701,2.47223554,2.69200969,-0.0749889458,2.90659034
600297,0.27254509999999993,0.55988579,1.44135074,1.4893183794366198,1.0118769239,-1.6698979930000002,0.78490744,-1.50006085,-0.17493518260000002,2.15374886
600309,-0.65720669,-0.58259172,2.67501713,0.12879357971830985,0.14281981390000004,1.2513199005,2.69041346,0.96293785,0.013096462400000036,2.65754145
600332,-2.08024279,0.07023956,0.65386467,0.17665042169014086,-0.5953274216,0.7615156214999999,1.44520599,-2.47852993,-0.9582015228,1.8191049
600340,-1.07944547,0.27017962,1.22998356,-0.06558212577464789,1.2786067033,0.4197306315,1.01825077,2.69200969,0.6225317334,2.90659034
600352,-0.18392253,0.22639007,1.26644084,-0.37530045366197184,0.7058873937000001,0.8639499620000001,1.69548405,-2.69214825,-0.15747106100000002,1.71442852
600362,-0.55094438,1.28069202,-0.06158243,-0.2324863666197183,-0.3775318171,0.398182245,1.68101857,-0.85549494,0.35862019440000004,2.31394718
600369,-0.06820829,1.4807407,-0.00920376,0.15801837042253522,-0.13521823589999998,-1.0746702540000002,-0.9995863000000001,-3.17612379,-1.032379041,1.28856747
600372,-0.01865677,-0.52738232,-0.05559378,-0.05354422478873239,0.1798014357,-1.6494219435,-0.67526016,-3.21850593,-0.7318795901999999,1.13031929
600373,0.30935126,0.53078065,1.14529412,-0.5243467460563379,-0.4519908142999999,-0.560127041,-0.62414491,-3.21850593,0.1793960562,1.11481372
600376,-0.46766304,2.88242954,2.67501713,0.13918474253521124,3.2294966119999997,-1.071312939,-0.19368998,-3.1717353999999998,-0.6117608109999999,1.29730201
600383,-0.73395258,1.46178745,2.67501713,0.15731384070422536,1.0161075533,0.210116199,1.57571611,-0.92746419,0.7437094409999998,2.29746777
600390,0.46001995,1.69898281,1.20092874,-0.4090721594366197,0.12412251890000005,-1.7603916165,-0.00802051,-2.57278116,0.1695588234,1.77537109
600406,-0.41698275,-1.19307012,0.79981744,-0.06285516873239437,0.7668059213999999,0.43105631549999995,1.10586025,-0.8991164,-0.0988873258,2.30399516
600415,-1.44123158,-0.22678782,0.53868461,-0.2718962838028169,-0.2274306554,-1.432449333,-0.56831477,-3.0317979,-1.4656037158000002,1.47798217
600436,0.20809062,-1.32654393,-0.25039907,-0.66831584,-0.7067520246,-0.015193923499999996,1.79472035,-2.51012411,-0.2733149462,1.80481736
600482,-0.46948992,1.12910441,0.14785224,0.11239210704225354,-0.4552983588,-1.1597113165,-0.19452602,-2.63284461,-0.6818629631999998,1.74558265
